spatial_unit,bar_density,restaurant_density,subway_distance,entertainment_poi_count,tourism_poi_count,poi_diversity,poi_total_count,poi_meaningful_count,poi_category_count,nightlife_poi_count,transport_poi_count,business_area_count,aoi_count,avg_poi_distance
8731aaccaffffff,0.5278,0.2,1.64,8.0,5.0,0.906,30.0,23.0,8.0,8.0,2.0,3.0,3.0,220.41
8731aaadbffffff,0.5278,0.2267,1.72,9.0,8.0,0.939,30.0,29.0,9.0,9.0,1.0,1.0,0.0,224.3
8731aa59dffffff,0.5556,0.3367,1.48,9.0,0.0,0.893,30.0,29.0,8.0,9.0,4.0,2.0,0.0,247.24
8731aa59bffffff,0.4722,0.2033,1.64,7.0,3.0,0.899,30.0,20.0,8.0,7.0,2.0,3.0,0.0,308.64
8731aa58affffff,0.2778,0.0,1.48,5.0,6.0,0.739,30.0,25.0,6.0,5.0,4.0,0.0,1.0,381.88
8731aa090ffffff,0.1944,0.1333,1.56,3.0,5.0,0.713,30.0,26.0,6.0,3.0,3.0,1.0,0.0,387.79
8731aa036ffffff,0.4167,0.2467,1.4,6.0,1.0,0.867,30.0,26.0,8.0,6.0,5.0,3.0,1.0,310.78
87318194dffffff,0.3333,0.2667,1.8,5.0,7.0,0.788,30.0,29.0,7.0,5.0,0.0,2.0,2.0,285.48
8731aa094ffffff,0.0833,0.0,1.4,1.0,5.0,0.665,30.0,22.0,6.0,1.0,5.0,1.0,3.0,315.68
87318194bffffff,0.1389,0.09,1.48,2.0,5.0,0.698,30.0,27.0,6.0,2.0,4.0,1.0,0.0,215.59
8731aa183ffffff,0.0278,0.0,1.72,0.0,0.0,0.595,30.0,23.0,5.0,0.0,1.0,1.0,1.0,196.9
8731aa731ffffff,0.6944,0.5567,1.72,11.0,2.0,0.776,30.0,27.0,7.0,11.0,1.0,3.0,2.0,288.02
8731aa416ffffff,0.1389,0.0,1.0,1.0,4.0,0.782,30.0,29.0,7.0,1.0,10.0,3.0,1.0,285.54
8731aa419ffffff,0.8056,0.2,1.16,13.0,13.0,0.695,30.0,27.0,6.0,13.0,8.0,3.0,2.0,392.22
87318196dffffff,0.6667,0.38,1.8,12.0,8.0,0.794,30.0,30.0,7.0,12.0,0.0,0.0,0.0,215.47
8731aa031ffffff,0.4167,0.3333,1.56,6.0,4.0,0.721,30.0,26.0,6.0,6.0,3.0,3.0,1.0,438.63
8731aa7b5ffffff,0.0278,0.0,1.64,0.0,1.0,0.558,30.0,30.0,5.0,0.0,2.0,1.0,3.0,308.41
8731aa56effffff,0.3056,0.1567,1.0,5.0,1.0,0.795,30.0,25.0,8.0,5.0,10.0,1.0,0.0,232.31
8731aa58dffffff,0.6111,0.2667,1.48,10.0,4.0,0.895,30.0,27.0,8.0,10.0,4.0,2.0,1.0,169.03
8731aa570ffffff,1.0,0.27,1.24,20.0,14.0,0.672,30.0,30.0,6.0,20.0,7.0,1.0,3.0,154.33
8731aa4eaffffff,0.5556,0.5567,1.16,10.0,2.0,0.782,30.0,27.0,7.0,10.0,8.0,0.0,1.0,296.39
8731aa4e9ffffff,0.1389,0.1333,1.32,2.0,2.0,0.625,30.0,26.0,5.0,2.0,6.0,1.0,3.0,184.62
8731aacdeffffff,1.0,1.0,1.8,25.0,5.0,0.608,30.0,30.0,6.0,25.0,0.0,3.0,2.0,97.21
8731aa4e3ffffff,0.1111,0.0,1.72,1.0,3.0,0.627,30.0,27.0,6.0,1.0,1.0,2.0,0.0,482.86
8731aa0b6ffffff,0.7778,0.6933,1.72,14.0,5.0,0.788,30.0,30.0,7.0,14.0,1.0,0.0,4.0,109.57
8731aa445ffffff,0.1944,0.0,1.48,2.0,6.0,0.691,30.0,27.0,6.0,2.0,4.0,3.0,1.0,246.83
8731aa41effffff,0.8611,0.6067,1.4,15.0,1.0,0.875,30.0,29.0,8.0,15.0,5.0,1.0,0.0,379.54
8731aa4b4ffffff,0.8611,0.4967,1.8,15.0,4.0,0.906,30.0,27.0,9.0,15.0,0.0,1.0,0.0,498.09
8731aa568ffffff,0.25,0.2,1.08,4.0,3.0,0.8,30.0,29.0,7.0,4.0,9.0,1.0,0.0,477.02
8731aa561ffffff,0.1389,0.0,1.48,2.0,3.0,0.535,30.0,12.0,6.0,2.0,4.0,1.0,0.0,376.99
8731aa11cffffff,0.1944,0.0467,1.64,3.0,4.0,0.842,30.0,26.0,8.0,3.0,2.0,1.0,0.0,380.4
8731aa4eeffffff,0.2222,0.0667,1.24,3.0,2.0,0.734,30.0,24.0,7.0,3.0,7.0,2.0,1.0,378.29
873181b6cffffff,0.0556,0.0,1.48,1.0,3.0,0.662,30.0,24.0,6.0,1.0,4.0,0.0,1.0,314.33
8731aa720ffffff,0.1944,0.09,1.72,2.0,3.0,0.66,30.0,23.0,6.0,2.0,1.0,3.0,0.0,206.14
8731aa780ffffff,0.1389,0.0,1.56,2.0,1.0,0.675,30.0,25.0,6.0,2.0,3.0,1.0,2.0,316.33
87318194affffff,0.3056,0.2,1.48,5.0,4.0,0.874,30.0,29.0,8.0,5.0,4.0,1.0,1.0,191.73
8731aa786ffffff,0.4722,0.4233,1.64,8.0,9.0,0.787,30.0,30.0,7.0,8.0,2.0,1.0,3.0,110.87
8731aa5acffffff,0.3056,0.2033,1.16,5.0,1.0,0.676,30.0,24.0,6.0,5.0,8.0,1.0,1.0,225.69
8731aa564ffffff,0.3056,0.0,1.24,4.0,7.0,0.653,30.0,24.0,5.0,4.0,7.0,3.0,1.0,268.98
8731aa4cbffffff,0.3889,0.27,1.72,7.0,2.0,0.869,30.0,28.0,8.0,7.0,1.0,0.0,0.0,331.47
8731aa103ffffff,0.6667,0.49,1.8,12.0,5.0,0.748,30.0,29.0,7.0,12.0,0.0,0.0,1.0,149.34
8731aa5a5ffffff,0.25,0.0667,1.64,3.0,3.0,0.683,30.0,29.0,7.0,3.0,2.0,3.0,3.0,127.91
87318525affffff,0.3611,0.0667,1.64,5.0,5.0,0.755,30.0,27.0,7.0,5.0,2.0,3.0,2.0,229.55
8731aa525ffffff,0.1944,0.0667,1.32,2.0,2.0,0.767,30.0,27.0,8.0,2.0,6.0,3.0,0.0,375.57
873185253ffffff,0.3611,0.2,1.72,5.0,5.0,0.77,30.0,27.0,7.0,5.0,1.0,3.0,1.0,237.05
8731aaccbffffff,0.1944,0.0233,1.64,2.0,4.0,0.752,30.0,28.0,7.0,2.0,2.0,3.0,0.0,744.05
8731aa784ffffff,0.1389,0.0667,1.56,2.0,1.0,0.642,30.0,26.0,6.0,2.0,3.0,1.0,2.0,426.64
87318532affffff,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
8731aa59affffff,0.6667,0.4233,1.64,11.0,2.0,0.861,30.0,29.0,9.0,11.0,2.0,2.0,0.0,310.53
873185adaffffff,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
8731aa4a8ffffff,0.0556,0.0,1.56,1.0,5.0,0.566,30.0,25.0,5.0,1.0,3.0,0.0,1.0,371.14
8731aa004ffffff,0.5833,0.6,1.64,10.0,1.0,0.768,30.0,22.0,7.0,10.0,2.0,1.0,0.0,454.81
8731aa721ffffff,0.25,0.0,1.32,3.0,6.0,0.648,30.0,20.0,5.0,3.0,6.0,3.0,0.0,363.12
8731aa005ffffff,0.5833,0.2467,1.64,10.0,6.0,0.985,30.0,26.0,10.0,10.0,2.0,1.0,0.0,425.23
8731aa513ffffff,0.6111,0.09,1.32,10.0,8.0,0.861,30.0,26.0,8.0,10.0,6.0,2.0,2.0,319.01
8731aa526ffffff,0.2222,0.0467,1.16,3.0,5.0,0.706,30.0,29.0,6.0,3.0,8.0,2.0,2.0,190.83
8731aa726ffffff,1.0,0.7133,1.72,17.0,6.0,0.863,30.0,29.0,8.0,17.0,1.0,3.0,2.0,102.46
8731aa4f6ffffff,0.3056,0.2,1.4,4.0,7.0,0.726,30.0,30.0,6.0,4.0,5.0,3.0,1.0,188.37
8731aa413ffffff,0.1111,0.0233,1.8,2.0,3.0,0.605,30.0,26.0,6.0,2.0,0.0,0.0,3.0,207.77
8731aa41bffffff,0.3056,0.1567,1.24,4.0,1.0,0.717,30.0,27.0,7.0,4.0,7.0,3.0,1.0,308.79
8731aa412ffffff,0.3889,0.0,1.8,6.0,3.0,0.625,30.0,24.0,5.0,6.0,0.0,2.0,10.0,119.43
8731aa700ffffff,0.3611,0.3333,1.56,5.0,10.0,0.648,30.0,29.0,5.0,5.0,3.0,3.0,3.0,157.02
8731aa4f5ffffff,0.3611,0.0667,1.48,5.0,5.0,0.879,30.0,26.0,8.0,5.0,4.0,3.0,0.0,341.24
873181860ffffff,0.2778,0.1333,1.16,5.0,3.0,0.702,30.0,23.0,6.0,5.0,8.0,0.0,0.0,563.61
8731aa7b4ffffff,0.3056,0.2667,1.8,5.0,9.0,0.637,30.0,30.0,6.0,5.0,0.0,1.0,4.0,139.25
87318525effffff,0.75,0.4,1.56,12.0,7.0,0.889,30.0,29.0,8.0,12.0,3.0,3.0,1.0,210.23
8731aad88ffffff,0.3333,0.18,1.8,5.0,8.0,0.695,30.0,30.0,6.0,5.0,0.0,2.0,3.0,150.92
8731aa515ffffff,0.8611,0.78,1.64,15.0,3.0,0.846,30.0,30.0,8.0,15.0,2.0,1.0,2.0,219.52
8731aa458ffffff,0.4722,0.2,1.48,7.0,2.0,0.792,30.0,22.0,7.0,7.0,4.0,3.0,1.0,306.23
8731aa4b6ffffff,0.6944,0.2033,1.56,12.0,4.0,0.963,30.0,27.0,10.0,12.0,3.0,1.0,1.0,239.16
8731852edffffff,0.25,0.1333,1.72,3.0,3.0,0.716,30.0,18.0,7.0,3.0,1.0,3.0,0.0,438.09
87318185dffffff,0.1667,0.1133,1.8,3.0,0.0,0.309,10.0,7.0,4.0,3.0,0.0,0.0,0.0,725.78
8731aa156ffffff,0.1111,0.0233,1.48,2.0,5.0,0.787,30.0,27.0,7.0,2.0,4.0,0.0,0.0,494.65
8731aac8cffffff,0.5833,0.1833,1.64,10.0,6.0,0.919,30.0,26.0,9.0,10.0,2.0,1.0,0.0,442.87
8731aa032ffffff,0.2222,0.07,1.16,3.0,3.0,0.739,30.0,27.0,6.0,3.0,8.0,2.0,2.0,295.1
8731aa45effffff,0.5833,0.1333,1.16,9.0,7.0,0.735,30.0,30.0,6.0,9.0,8.0,3.0,0.0,407.49
8731aa095ffffff,0.5833,0.18,1.4,10.0,5.0,0.957,30.0,24.0,10.0,10.0,5.0,1.0,0.0,516.52
8731aa110ffffff,0.5833,0.1633,1.64,10.0,3.0,0.711,30.0,28.0,6.0,10.0,2.0,1.0,0.0,320.22
8731aa076ffffff,0.2222,0.0,1.64,4.0,3.0,0.448,16.0,11.0,5.0,4.0,2.0,0.0,0.0,859.19
873181b21ffffff,0.6111,0.5133,1.56,11.0,7.0,0.825,30.0,30.0,7.0,11.0,3.0,0.0,3.0,137.41
873181961ffffff,0.2222,0.0667,1.24,4.0,6.0,0.798,30.0,22.0,7.0,4.0,7.0,0.0,1.0,397.57
8731aa18cffffff,0.1944,0.0,1.56,3.0,6.0,0.757,30.0,24.0,6.0,3.0,3.0,1.0,1.0,418.3
8731aa701ffffff,0.6389,0.3333,1.32,10.0,0.0,0.722,30.0,30.0,6.0,10.0,6.0,3.0,1.0,188.99
8731aa888ffffff,0.1944,0.1567,1.8,3.0,4.0,0.585,30.0,29.0,5.0,3.0,0.0,1.0,2.0,190.16
87318534cffffff,0.5,0.09,1.48,9.0,12.0,0.913,30.0,28.0,9.0,9.0,4.0,0.0,0.0,542.75
8731aa0b1ffffff,1.0,0.8733,1.72,20.0,3.0,0.848,30.0,29.0,8.0,20.0,1.0,0.0,0.0,190.01
873181966ffffff,0.0,0.0,1.4,0.0,1.0,0.235,9.0,8.0,3.0,0.0,5.0,0.0,0.0,624.7
8731aa730ffffff,0.1944,0.0233,1.32,3.0,6.0,0.812,30.0,29.0,7.0,3.0,6.0,1.0,2.0,309.03
8731aa006ffffff,0.1389,0.0667,1.24,1.0,3.0,0.703,30.0,26.0,6.0,1.0,7.0,3.0,2.0,280.85
87318525bffffff,0.1944,0.0,1.16,2.0,1.0,0.666,30.0,24.0,6.0,2.0,8.0,3.0,1.0,456.9
873185258ffffff,0.25,0.0,1.24,3.0,5.0,0.725,30.0,29.0,6.0,3.0,7.0,3.0,1.0,387.3
8731aacaaffffff,0.9722,0.5567,1.72,17.0,1.0,0.746,30.0,27.0,7.0,17.0,1.0,1.0,2.0,208.32
8731aa45cffffff,0.5278,0.3567,1.24,9.0,2.0,0.782,30.0,28.0,7.0,9.0,7.0,1.0,0.0,378.48
8731aa510ffffff,0.1389,0.0,1.4,1.0,2.0,0.469,30.0,29.0,5.0,1.0,5.0,3.0,1.0,448.18
8731aacc1ffffff,0.3611,0.1133,1.48,6.0,4.0,0.871,30.0,23.0,8.0,6.0,4.0,1.0,1.0,411.99
8731aabb5ffffff,0.6667,0.4,1.72,12.0,3.0,0.869,30.0,30.0,8.0,12.0,1.0,0.0,1.0,249.32
8731aa1aaffffff,0.1389,0.0,1.32,2.0,1.0,0.761,30.0,27.0,7.0,2.0,6.0,1.0,0.0,410.03
8731aa71cffffff,0.3889,0.3333,1.48,7.0,4.0,0.883,30.0,27.0,9.0,7.0,4.0,0.0,0.0,474.29
8731aa494ffffff,1.0,0.8233,1.64,19.0,2.0,0.836,30.0,30.0,8.0,19.0,2.0,2.0,5.0,105.73
8731aa8e9ffffff,0.6111,0.5567,1.64,11.0,4.0,0.921,30.0,29.0,10.0,11.0,2.0,0.0,1.0,259.21
8731aacd8ffffff,0.5556,0.0233,1.32,9.0,7.0,0.79,30.0,23.0,7.0,9.0,6.0,2.0,4.0,461.13
8731aa4d2ffffff,0.2778,0.1133,1.64,4.0,2.0,0.831,30.0,28.0,9.0,4.0,2.0,2.0,0.0,393.0
8731aa58bffffff,0.5,0.4667,1.4,9.0,3.0,0.883,30.0,28.0,8.0,9.0,5.0,0.0,1.0,291.13
87318526dffffff,0.1111,0.0,1.4,2.0,6.0,0.727,30.0,25.0,6.0,2.0,5.0,0.0,1.0,375.5
8731aa4ebffffff,1.0,0.09,1.4,24.0,22.0,0.385,30.0,29.0,4.0,24.0,5.0,0.0,3.0,433.07
8731aa09bffffff,0.5833,0.2,1.08,9.0,4.0,0.802,30.0,26.0,7.0,9.0,9.0,3.0,1.0,231.27
8731aa4d5ffffff,0.1389,0.0,1.24,1.0,4.0,0.627,30.0,25.0,5.0,1.0,7.0,3.0,0.0,338.3
8731aa4f1ffffff,0.1667,0.0,1.72,2.0,6.0,0.806,30.0,23.0,7.0,2.0,1.0,2.0,0.0,486.83
8731aa180ffffff,0.4167,0.16,1.4,7.0,8.0,0.869,30.0,27.0,8.0,7.0,5.0,1.0,1.0,260.37
8731aa091ffffff,0.75,0.69,1.32,13.0,9.0,0.781,30.0,30.0,7.0,13.0,6.0,1.0,3.0,201.39
8731aa09effffff,0.8056,0.2033,1.4,13.0,8.0,0.811,30.0,27.0,7.0,13.0,5.0,3.0,0.0,585.83
8731aa4a9ffffff,0.8056,0.3367,1.56,14.0,9.0,0.9,30.0,26.0,8.0,14.0,3.0,1.0,0.0,315.53
8731aa708ffffff,0.6944,0.4667,1.72,12.0,3.0,0.68,30.0,29.0,6.0,12.0,1.0,1.0,0.0,319.24
87318194effffff,0.1944,0.0233,1.56,3.0,4.0,0.702,30.0,23.0,6.0,3.0,3.0,1.0,0.0,545.59
8731aa441ffffff,0.75,0.3333,1.8,12.0,1.0,0.704,30.0,30.0,6.0,12.0,0.0,3.0,1.0,168.33
873185273ffffff,0.6111,0.3567,1.32,10.0,4.0,0.896,30.0,24.0,8.0,10.0,6.0,2.0,0.0,584.39
8731aa79bffffff,0.2778,0.0667,1.56,5.0,9.0,0.762,30.0,26.0,7.0,5.0,3.0,0.0,0.0,619.46
8731aa171ffffff,0.2222,0.18,1.8,4.0,1.0,0.662,30.0,29.0,6.0,4.0,0.0,0.0,0.0,232.07
8731aa4e8ffffff,0.7222,0.0233,1.64,12.0,13.0,0.809,30.0,23.0,8.0,12.0,2.0,2.0,1.0,410.81
8731aa72effffff,0.4722,0.1333,1.24,7.0,5.0,0.651,30.0,28.0,5.0,7.0,7.0,3.0,2.0,350.59
8731aa532ffffff,0.25,0.0,1.0,4.0,6.0,0.79,30.0,26.0,7.0,4.0,10.0,1.0,0.0,241.01
8731aa4f0ffffff,0.25,0.0667,1.48,3.0,6.0,0.749,30.0,30.0,7.0,3.0,4.0,3.0,3.0,262.0
8731aacceffffff,0.1944,0.0467,1.72,2.0,0.0,0.594,30.0,30.0,6.0,2.0,1.0,3.0,2.0,227.28
873185348ffffff,0.7778,0.6,1.64,14.0,7.0,0.801,30.0,28.0,7.0,14.0,2.0,0.0,1.0,313.89
8731abd88ffffff,0.3333,0.09,1.72,6.0,2.0,0.459,13.0,8.0,6.0,6.0,1.0,0.0,0.0,854.18
873181824ffffff,0.3333,0.2233,1.72,5.0,6.0,0.757,30.0,29.0,7.0,5.0,1.0,2.0,0.0,329.06
8731aa4dbffffff,0.1667,0.0,1.32,3.0,5.0,0.654,30.0,21.0,5.0,3.0,6.0,0.0,1.0,403.43
8731aa035ffffff,0.3611,0.0233,1.32,5.0,8.0,0.812,30.0,27.0,7.0,5.0,6.0,3.0,1.0,671.91
8731aa670ffffff,0.0556,0.0667,1.72,1.0,1.0,0.576,30.0,11.0,7.0,1.0,1.0,0.0,0.0,559.55
8731aacdcffffff,0.3056,0.1567,1.32,4.0,7.0,0.801,30.0,26.0,7.0,4.0,6.0,3.0,3.0,235.41
8731aa88affffff,1.0,1.0,1.8,17.0,2.0,0.583,30.0,30.0,5.0,17.0,0.0,2.0,0.0,160.81
8731852ecffffff,0.25,0.0,1.8,3.0,4.0,0.404,30.0,13.0,4.0,3.0,0.0,3.0,0.0,434.43
8731aa4ccffffff,0.3333,0.16,1.4,6.0,2.0,0.858,30.0,29.0,8.0,6.0,5.0,0.0,2.0,311.25
87318196cffffff,0.8889,0.58,1.72,16.0,6.0,0.916,30.0,28.0,10.0,16.0,1.0,0.0,0.0,319.12
8731aa02effffff,0.4167,0.0667,1.8,7.0,4.0,0.694,30.0,27.0,6.0,7.0,0.0,1.0,0.0,474.91
8731aa544ffffff,0.25,0.0,1.32,4.0,8.0,0.729,30.0,26.0,6.0,4.0,6.0,1.0,2.0,405.71
8731aa560ffffff,0.4167,0.2667,1.32,7.0,10.0,0.823,30.0,29.0,7.0,7.0,6.0,1.0,2.0,276.61
8731aa48dffffff,0.0556,0.0,1.4,0.0,7.0,0.56,30.0,28.0,4.0,0.0,5.0,2.0,2.0,213.23
8731aa4e2ffffff,0.4444,0.0,1.24,7.0,4.0,0.837,30.0,27.0,7.0,7.0,7.0,2.0,0.0,783.32
8731aa7b1ffffff,0.25,0.1333,1.64,4.0,1.0,0.686,30.0,30.0,7.0,4.0,2.0,1.0,1.0,278.71
873181973ffffff,0.2222,0.1367,1.4,4.0,2.0,0.805,30.0,22.0,7.0,4.0,5.0,0.0,0.0,338.63
8731aacccffffff,0.4722,0.3567,1.48,8.0,5.0,0.878,30.0,26.0,8.0,8.0,4.0,1.0,2.0,405.37
8731aa590ffffff,0.0556,0.0,1.24,1.0,2.0,0.453,23.0,13.0,5.0,1.0,7.0,0.0,0.0,744.69
87318195bffffff,0.4167,0.18,1.8,7.0,2.0,0.895,30.0,25.0,8.0,7.0,0.0,1.0,0.0,770.35
87318195dffffff,0.25,0.1133,1.64,4.0,1.0,0.745,30.0,30.0,9.0,4.0,2.0,1.0,2.0,200.64
8731aa602ffffff,0.1111,0.0467,1.32,2.0,0.0,0.326,18.0,10.0,4.0,2.0,6.0,0.0,0.0,567.58
8731aa5b2ffffff,0.8611,0.0,1.4,15.0,15.0,0.423,23.0,22.0,4.0,15.0,5.0,1.0,0.0,746.19
873181964ffffff,0.1111,0.0,1.8,2.0,2.0,0.136,5.0,4.0,2.0,2.0,0.0,0.0,0.0,638.35
873181876ffffff,0.6389,0.7333,1.72,11.0,0.0,0.509,30.0,28.0,4.0,11.0,1.0,1.0,2.0,227.78
87318194cffffff,0.0833,0.0,1.56,1.0,4.0,0.695,30.0,23.0,6.0,1.0,3.0,1.0,0.0,756.73
8731aa5a2ffffff,0.2222,0.0,1.16,3.0,4.0,0.68,30.0,26.0,6.0,3.0,8.0,2.0,2.0,351.55
8731aa449ffffff,0.1944,0.0,1.48,3.0,1.0,0.784,30.0,28.0,7.0,3.0,4.0,1.0,0.0,459.2
8731aa188ffffff,0.3333,0.0,0.76,6.0,6.0,0.415,27.0,24.0,3.0,6.0,13.0,0.0,1.0,845.89
8731aaca9ffffff,0.2778,0.2667,1.72,4.0,1.0,0.479,30.0,29.0,5.0,4.0,1.0,2.0,2.0,201.17
8731aacdaffffff,0.5833,0.1333,1.32,9.0,10.0,0.829,30.0,30.0,7.0,9.0,6.0,3.0,3.0,488.55
87318525cffffff,0.2778,0.0233,1.4,4.0,7.0,0.796,30.0,28.0,7.0,4.0,5.0,2.0,2.0,252.86
8731aac8bffffff,0.0833,0.0,1.56,0.0,4.0,0.542,30.0,21.0,4.0,0.0,3.0,3.0,0.0,441.51
8731aa664ffffff,0.1111,0.09,1.72,2.0,3.0,0.539,30.0,26.0,6.0,2.0,1.0,0.0,0.0,692.17
8731aa7a1ffffff,0.7778,0.6267,1.64,14.0,3.0,0.888,30.0,30.0,9.0,14.0,2.0,0.0,2.0,161.99
873181a43ffffff,0.3889,0.18,1.8,7.0,3.0,0.687,30.0,17.0,7.0,7.0,0.0,0.0,0.0,890.79
873181b36ffffff,0.3333,0.09,1.4,6.0,4.0,0.516,12.0,12.0,6.0,6.0,5.0,0.0,1.0,608.63
873181b5bffffff,0.2778,0.1333,1.64,5.0,1.0,0.858,30.0,27.0,8.0,5.0,2.0,0.0,1.0,357.62
873181b6bffffff,0.2222,0.0,1.64,4.0,4.0,0.323,23.0,14.0,3.0,4.0,2.0,0.0,0.0,557.15
873185274ffffff,0.0556,0.0,1.8,1.0,1.0,0.017,2.0,1.0,1.0,1.0,0.0,0.0,0.0,667.17
87318566dffffff,0.1111,0.0667,1.72,2.0,2.0,0.367,10.0,7.0,5.0,2.0,1.0,0.0,0.0,677.1
873185605ffffff,0.0,0.0,1.72,0.0,0.0,0.118,2.0,2.0,2.0,0.0,1.0,0.0,2.0,942.09
8731ae288ffffff,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
873181a85ffffff,0.2778,0.2233,1.72,5.0,2.0,0.881,30.0,19.0,9.0,5.0,1.0,0.0,0.0,531.87
873181c29ffffff,0.7222,0.3433,1.8,13.0,2.0,0.76,21.0,18.0,8.0,13.0,0.0,0.0,0.0,803.93
873181b96ffffff,0.3889,0.0933,1.72,7.0,4.0,0.684,20.0,15.0,7.0,7.0,1.0,0.0,0.0,691.12
873181bb6ffffff,0.1111,0.0,1.56,2.0,2.0,0.142,6.0,5.0,2.0,2.0,3.0,0.0,0.0,566.13
8731aa0e0ffffff,0.3889,0.0467,1.64,7.0,5.0,0.874,30.0,25.0,8.0,7.0,2.0,0.0,1.0,572.27
8731aa11affffff,0.3611,0.1333,1.4,6.0,6.0,0.882,30.0,24.0,8.0,6.0,5.0,1.0,1.0,449.44
8731aacaeffffff,0.1389,0.0667,1.32,2.0,9.0,0.854,30.0,24.0,8.0,2.0,6.0,1.0,1.0,367.03
8731aa531ffffff,0.2222,0.0,1.72,3.0,6.0,0.61,30.0,24.0,5.0,3.0,1.0,2.0,0.0,518.12
8731aa6f6ffffff,0.1111,0.0667,1.8,2.0,1.0,0.198,8.0,3.0,3.0,2.0,0.0,0.0,0.0,507.58
8731aa1adffffff,0.6944,0.3833,1.8,12.0,3.0,0.909,30.0,27.0,8.0,12.0,0.0,1.0,0.0,323.93
873185375ffffff,0.2778,0.0667,1.08,5.0,3.0,0.496,19.0,16.0,5.0,5.0,9.0,0.0,0.0,635.52
8731aa16affffff,0.2778,0.0233,1.8,5.0,3.0,0.406,17.0,9.0,5.0,5.0,0.0,0.0,0.0,650.13
8731aa486ffffff,0.0278,0.0,1.4,0.0,1.0,0.55,30.0,28.0,5.0,0.0,5.0,1.0,0.0,545.83
8731aac9bffffff,0.25,0.1133,1.56,4.0,4.0,0.857,30.0,27.0,8.0,4.0,3.0,1.0,2.0,293.43
87318195cffffff,0.3333,0.2467,0.92,6.0,1.0,0.885,30.0,29.0,9.0,6.0,11.0,0.0,0.0,315.37
8731aa100ffffff,0.4444,0.1333,1.48,8.0,8.0,0.88,30.0,24.0,8.0,8.0,4.0,0.0,0.0,523.6
8731aa516ffffff,0.3056,0.0,1.48,4.0,7.0,0.719,30.0,24.0,6.0,4.0,4.0,3.0,2.0,301.34
8731aa02affffff,0.3056,0.07,1.64,5.0,1.0,0.751,30.0,24.0,7.0,5.0,2.0,1.0,0.0,377.14
873181825ffffff,0.2778,0.1133,1.56,4.0,5.0,0.84,30.0,24.0,8.0,4.0,3.0,2.0,1.0,391.94
8731aa732ffffff,0.2222,0.2,1.32,4.0,2.0,0.89,30.0,28.0,8.0,4.0,6.0,0.0,0.0,448.53
8731aa665ffffff,0.5556,0.3167,1.32,10.0,3.0,0.924,30.0,26.0,9.0,10.0,6.0,0.0,0.0,355.92
8731aa1abffffff,0.1944,0.1333,1.08,3.0,1.0,0.749,30.0,30.0,7.0,3.0,9.0,1.0,1.0,213.36
8731aa79dffffff,0.25,0.1133,1.24,4.0,1.0,0.862,30.0,23.0,8.0,4.0,7.0,1.0,1.0,701.09
8731aa194ffffff,0.5,0.09,1.32,8.0,6.0,0.783,30.0,21.0,7.0,8.0,6.0,2.0,3.0,366.94
8731aa0f0ffffff,0.3333,0.1367,1.64,6.0,5.0,0.774,22.0,18.0,7.0,6.0,2.0,0.0,0.0,814.68
8731aa7a9ffffff,0.1111,0.0467,1.72,2.0,0.0,0.535,18.0,12.0,6.0,2.0,1.0,0.0,1.0,1064.46
8731aa459ffffff,0.3333,0.1133,1.16,5.0,3.0,0.729,30.0,26.0,7.0,5.0,8.0,2.0,3.0,345.69
8731aa46affffff,0.2222,0.0667,1.56,3.0,6.0,0.665,30.0,22.0,6.0,3.0,3.0,2.0,1.0,562.06
8731aa0adffffff,0.4722,0.3333,1.8,8.0,1.0,0.585,30.0,29.0,5.0,8.0,0.0,1.0,0.0,202.74
8731aa0e3ffffff,0.1111,0.0667,1.64,2.0,1.0,0.3,7.0,6.0,4.0,2.0,2.0,0.0,0.0,606.76
8731aa1a8ffffff,0.5833,0.1567,1.64,10.0,0.0,0.805,30.0,24.0,7.0,10.0,2.0,1.0,1.0,283.77
8731aa781ffffff,0.5833,0.4233,1.4,10.0,5.0,0.813,30.0,25.0,7.0,10.0,5.0,1.0,1.0,573.53
8731aa4aaffffff,0.2222,0.0233,1.48,4.0,5.0,0.915,30.0,25.0,9.0,4.0,4.0,0.0,2.0,565.47
8731aa4e5ffffff,0.4444,0.1133,1.48,7.0,3.0,0.885,30.0,29.0,9.0,7.0,4.0,2.0,0.0,331.41
8731aaceaffffff,0.25,0.18,1.32,4.0,5.0,0.829,30.0,24.0,7.0,4.0,6.0,1.0,2.0,259.17
8731aa4dcffffff,0.1111,0.0233,1.48,2.0,4.0,0.805,30.0,27.0,7.0,2.0,4.0,0.0,2.0,408.44
8731aa5b6ffffff,0.6944,0.6233,1.8,12.0,6.0,0.717,30.0,28.0,6.0,12.0,0.0,1.0,1.0,259.09
8731aa10bffffff,0.5,0.2267,1.72,9.0,3.0,0.727,30.0,21.0,6.0,9.0,1.0,0.0,1.0,312.82
8731aa58cffffff,0.4444,0.3567,1.4,8.0,5.0,0.824,30.0,30.0,7.0,8.0,5.0,0.0,0.0,258.36
