spatial_unit,centroid_lng,centroid_lat,province,city,district,adcode,township,street,business_area,nearest_aoi,nearest_poi,formatted_address,zone,borough,display_name,name_source,name_confidence,regeo_status,regeo_info
8731aa42dffffff,116.4121021,39.9249485,北京市,北京市,东城区,110101,景山街道,东四西大街,,中国民用航空局,中国民用航空局,北京市东城区景山街道隆福寺街中国民用航空局,东城区 · 景山街道,东城区,东城区 · 景山街道,township,high,1,OK
8731aa40effffff,116.3775640,39.8570682,北京市,北京市,丰台区,110106,西罗园街道,南三环西路辅路,,万方苑国际酒店,万方苑国际酒店,北京市丰台区西罗园街道南三环西路万方苑国际酒店,丰台区 · 西罗园街道,丰台区,丰台区 · 西罗园街道,township,high,1,OK
8731aa402ffffff,116.3320801,39.8574849,北京市,北京市,丰台区,110106,太平桥街道,柳村路,,万泉盛景园,万泉盛景园,北京市丰台区太平桥街道万泉盛景园2号楼,丰台区 · 太平桥街道,丰台区,丰台区 · 太平桥街道,township,high,1,OK
8731aa40dffffff,116.4146078,39.8737632,北京市,北京市,东城区,110101,天坛街道,永定门东街,,北京景泰小学,北京景泰小学,北京市东城区天坛街道永定门东街东里北京景泰小学,东城区 · 天坛街道,东城区,东城区 · 天坛街道,township,high,1,OK
8731aa545ffffff,116.4610706,40.0097327,北京市,北京市,朝阳区,110105,东湖街道,利泽西街,,望馨花园,望馨花园,北京市朝阳区东湖街道望馨花园,朝阳区 · 东湖街道,朝阳区,朝阳区 · 东湖街道,township,high,1,OK
8731aa54bffffff,116.5090084,39.9580176,北京市,北京市,朝阳区,110105,东风乡,驼房营南路,,,教育研究中心附属小学,北京市朝阳区东风乡驼房营南路甲8号院,朝阳区 · 东风乡,朝阳区,朝阳区 · 东风乡,township,high,1,OK
8731aa472ffffff,116.4373314,39.8735381,北京市,北京市,东城区,110101,龙潭街道,左安门内大街,,北京现代职业学校,北京现代职业学校,北京市东城区龙潭街道左安浦园北京现代职业学校,东城区 · 龙潭街道,东城区,东城区 · 龙潭街道,township,high,1,OK
8731aa528ffffff,116.3386417,40.0281299,北京市,北京市,海淀区,110108,清河街道,朱房路,,清华大学附属小学清河分校朱房校区,清华大学附属小学清河分校朱房校区,北京市海淀区清河街道朱房路清华大学附属小学清河分校朱房校区,海淀区 · 清河街道,海淀区,海淀区 · 清河街道,township,high,1,OK
8731aa40affffff,116.3859854,39.8399406,北京市,北京市,丰台区,110106,西罗园街道,马家堡东路,,7克拉,中国电信大厦,北京市丰台区西罗园街道马家堡东路119号7克拉,丰台区 · 西罗园街道,丰台区,丰台区 · 西罗园街道,township,high,1,OK
8731aa401ffffff,116.3691358,39.8742003,北京市,北京市,西城区,110102,白纸坊街道,半步桥街,,未来家园,未来家园,北京市西城区白纸坊街道未来家园,西城区 · 白纸坊街道,西城区,西城区 · 白纸坊街道,township,high,1,OK
8731aa432ffffff,116.2780925,39.8750219,北京市,北京市,丰台区,110106,卢沟桥街道,丰台路,,,岳各庄桥,北京市丰台区卢沟桥街道西四环南路,丰台区 · 卢沟桥街道,丰台区,丰台区 · 卢沟桥街道,township,high,1,OK
8731aa42bffffff,116.4061942,39.8908969,北京市,北京市,东城区,110101,天坛街道,西晓市街,,西晓市街-道路停车位,喆啡酒店(北京天安门广场桥湾地铁站店),北京市东城区天坛街道西晓市街西晓市街-道路停车位,东城区 · 天坛街道,东城区,东城区 · 天坛街道,township,high,1,OK
8731aa414ffffff,116.2865632,39.8578841,北京市,北京市,丰台区,110106,丰台街道,文体路,,北京市丰台区人民政府,北京市丰台区人民政府,北京市丰台区丰台街道文体路4号北京市丰台区人民政府,丰台区 · 丰台街道,丰台区,丰台区 · 丰台街道,township,high,1,OK
8731aa4d4ffffff,116.3456691,39.7380464,北京市,北京市,大兴区,110115,观音寺街道,龙河街,,,黄村东里小区,北京市大兴区观音寺街道京开辅路,大兴区 · 观音寺街道,大兴区,大兴区 · 观音寺街道,township,high,1,OK
8731aa468ffffff,116.5568136,39.9063479,北京市,北京市,朝阳区,110105,三间房乡,建国路,,,中国传媒大学梆子井公寓,北京市朝阳区三间房乡惠河北街,朝阳区 · 三间房乡,朝阳区,朝阳区 · 三间房乡,township,high,1,OK
8731aa446ffffff,116.4827538,39.8730750,北京市,北京市,朝阳区,110105,南磨房乡,东四环南路,,北京工业大学篮球场,北京工业大学,北京市朝阳区南磨房乡北京工业大学篮球场,朝阳区 · 南磨房乡,朝阳区,朝阳区 · 南磨房乡,township,high,1,OK
8731aa400ffffff,116.3463874,39.8744122,北京市,北京市,西城区,110102,广安门外街道,鸭子桥路,,鸭子桥路43号院,鸭子桥路43号院,北京市西城区广安门外街道鸭子桥路43号院,西城区 · 广安门外街道,西城区,西城区 · 广安门外街道,township,high,1,OK
8731aa40bffffff,116.4087043,39.8397272,北京市,北京市,丰台区,110106,大红门街道,庑殿路,,,康泽园,北京市丰台区大红门街道凉水河,丰台区 · 大红门街道,丰台区,丰台区 · 大红门街道,township,high,1,OK
8731aacd9ffffff,116.4129996,40.0614929,北京市,北京市,昌平区,110114,天通苑南街道,立汤路,,中宇汽车服务中心,中宇机动车检测场,北京市昌平区天通苑南街道天通西苑(南区)中宇汽车服务中心,昌平区 · 天通苑南街道,昌平区,昌平区 · 天通苑南街道,township,high,1,OK
8731aa40cffffff,116.3918760,39.8739839,北京市,北京市,西城区,110102,天桥街道,永定门西街,,耕天下,耕天下,北京市西城区天桥街道耕天下,西城区 · 天桥街道,西城区,西城区 · 天桥街道,township,high,1,OK
8731aa4ecffffff,116.4481953,39.8052738,北京市,北京市,大兴区,110115,旧宫镇,万源北路,,清逸园东区,清逸园东区,北京市大兴区旧宫镇清逸园清逸园东区,大兴区 · 旧宫镇,大兴区,大兴区 · 旧宫镇,township,high,1,OK
8731aa410ffffff,116.2950272,39.8407508,北京市,北京市,丰台区,110106,看丹街道,丰台南路,,丰台南路108号院,丰台南路108号院,北京市丰台区看丹街道丰台南路108号院,丰台区 · 看丹街道,丰台区,丰台区 · 看丹街道,township,high,1,OK
8731aa0a6ffffff,116.5808416,40.0424282,北京市,北京市,顺义区,110113,天竺镇,天竺大街,,,天竺桥,北京市顺义区天竺镇首都机场辅路,顺义区 · 天竺镇,顺义区,顺义区 · 天竺镇,township,high,1,OK
8731aa51effffff,116.2669576,39.9434140,北京市,北京市,海淀区,110108,四季青镇,常青园路,,杏石口路6号院,杏石口路6号院,北京市海淀区四季青镇常青园路83号杏石口路6号院,海淀区 · 四季青镇,海淀区,海淀区 · 四季青镇,township,high,1,OK
8731aa575ffffff,116.4070754,40.0274023,北京市,北京市,朝阳区,110105,奥运村街道,安立路,,奥林匹克森林公园北园,奥林匹克公园休闲广场,北京市朝阳区奥运村街道青奥足球俱乐部(奥森校区)奥林匹克森林公园北园,朝阳区 · 奥运村街道,朝阳区,朝阳区 · 奥运村街道,township,high,1,OK
8731aa4e0ffffff,116.4028081,39.8056992,北京市,北京市,丰台区,110106,南苑街道,南苑路,,三营门公园,三营门公园,北京市丰台区南苑街道南苑路三营门公园,丰台区 · 南苑街道,丰台区,丰台区 · 南苑街道,township,high,1,OK
8731aa4e1ffffff,116.4255058,39.8054887,北京市,北京市,丰台区,110106,东高地街道,东高地南街,,长征学院,长征学院,北京市丰台区东高地街道红星街长征学院,丰台区 · 东高地街道,丰台区,丰台区 · 东高地街道,township,high,1,OK
8731aa5a8ffffff,116.2383279,39.9095085,北京市,北京市,石景山区,110107,老山街道,上庄东街,,郎园Park停车场,郎园Park,北京市石景山区老山街道上庄东街18号郎园Park停车场,石景山区 · 老山街道,石景山区,石景山区 · 老山街道,township,high,1,OK
8731aa440ffffff,116.5054526,39.8728369,北京市,北京市,朝阳区,110105,王四营乡,大柳树路,,大柳树市场,大柳树市场,北京市朝阳区王四营乡乔丹体育大柳树市场,朝阳区 · 王四营乡,朝阳区,朝阳区 · 王四营乡,township,high,1,OK
8731aa5adffffff,116.2526396,39.9264626,北京市,北京市,海淀区,110108,田村路街道,阜石路,,龙徽1910文化创意产业园,龙徽1910文化创意产业园,北京市海淀区田村路街道玉泉路龙徽1910文化创意产业园,海淀区 · 田村路街道,海淀区,海淀区 · 田村路街道,township,high,1,OK
8731aa199ffffff,116.5724778,40.0595911,北京市,北京市,顺义区,110113,空港街道,天北路,,天竺郊野公园,希望家园,北京市顺义区空港街道乐乎青年社区(国展店)天竺郊野公园,顺义区 · 空港街道,顺义区,顺义区 · 空港街道,township,high,1,OK
8731aacd2ffffff,116.3216857,40.0624834,北京市,北京市,昌平区,110114,回龙观街道,南店北路,,龙兴园,龙兴园,北京市昌平区回龙观街道龙兴园中区(东北门),昌平区 · 回龙观街道,昌平区,昌平区 · 回龙观街道,township,high,1,OK
8731aa456ffffff,116.4314150,39.8395094,北京市,北京市,丰台区,110106,石榴庄街道,南顶路,,顶秀金瑞家园,顶秀金瑞家园,北京市丰台区石榴庄街道中国邮政储蓄银行(宋庄路营业厅)顶秀金瑞家园,丰台区 · 石榴庄街道,丰台区,丰台区 · 石榴庄街道,township,high,1,OK
8731aa450ffffff,116.4541174,39.8392873,北京市,北京市,朝阳区,110105,小红门乡,小红门路,,中海城圣朝菲,中海城圣朝菲,北京市朝阳区小红门乡中海城圣朝菲,朝阳区 · 小红门乡,朝阳区,朝阳区 · 小红门乡,township,high,1,OK
8731aa734ffffff,116.6021789,39.9058268,北京市,北京市,朝阳区,110105,管庄乡,双桥东路,,兴会公园,兴会公园东会区(装修中),北京市朝阳区管庄乡通惠河南路兴会公园,朝阳区 · 管庄乡,朝阳区,朝阳区 · 管庄乡,township,high,1,OK
8731aa4e4ffffff,116.3944002,39.8228177,北京市,北京市,丰台区,110106,和义街道,大红门南路,,和义公园,和义公园,北京市丰台区和义街道大红门南路103号和义公园,丰台区 · 和义街道,丰台区,丰台区 · 和义街道,township,high,1,OK
8731aa46dffffff,116.5711583,39.9232206,北京市,北京市,朝阳区,110105,平房乡,朝阳北路,,定福家园南里1号院,定福家园南里1号院,北京市朝阳区平房乡定福家园南里1号院,朝阳区 · 平房乡,朝阳区,朝阳区 · 平房乡,township,high,1,OK
8731aa5aeffffff,116.2155168,39.9097015,北京市,北京市,石景山区,110107,老山街道,老山西街,,石景山区第二实验学校,石景山区第二实验学校,北京市石景山区老山街道老山西街石景山区第二实验学校,石景山区 · 老山街道,石景山区,石景山区 · 老山街道,township,high,1,OK
8731aa569ffffff,116.5209650,40.0261022,北京市,北京市,朝阳区,110105,崔各庄乡,来广营东路,,香江公园,香江公园,北京市朝阳区崔各庄乡香江公园,朝阳区 · 崔各庄乡,朝阳区,朝阳区 · 崔各庄乡,township,high,1,OK
8731aa465ffffff,116.5173852,39.9408746,北京市,北京市,朝阳区,110105,平房乡,姚家园旧路,,姚家园,姚家园东里6号院南区,北京市朝阳区平房乡青年北路姚家园,朝阳区 · 平房乡,朝阳区,朝阳区 · 平房乡,township,high,1,OK
8731aaadaffffff,117.1125688,40.1535083,北京市,北京市,平谷区,110117,兴谷街道,平谷南街,,乐园西小区,乐园西小区,北京市平谷区兴谷街道乐园西小区,平谷区 · 兴谷街道,平谷区,平谷区 · 兴谷街道,township,high,1,OK
8731aa5aaffffff,116.2240224,39.8925517,北京市,北京市,石景山区,110107,鲁谷街道,重聚中街,,北京市石景山区爱乐实验小学,北京市石景山区爱乐实验小学,北京市石景山区鲁谷街道北京市石景山区爱乐实验小学,石景山区 · 鲁谷街道,石景山区,石景山区 · 鲁谷街道,township,high,1,OK
8731aa5abffffff,116.2468228,39.8923602,北京市,北京市,丰台区,110106,卢沟桥街道,吴家村路,,兆丰馨园西区,兆丰馨园西区,北京市丰台区卢沟桥街道兆丰馨园西区(东1门),丰台区 · 卢沟桥街道,丰台区,丰台区 · 卢沟桥街道,township,high,1,OK
8731aa504ffffff,116.2786330,40.0116436,北京市,北京市,海淀区,110108,青龙桥街道,大有庄北里,,中共中央党校-北院,中共中央党校,北京市海淀区青龙桥街道上河沿路中共中央党校-北院,海淀区 · 青龙桥街道,海淀区,海淀区 · 青龙桥街道,township,high,1,OK
8731aacd6ffffff,116.3131975,40.0796669,北京市,北京市,昌平区,110114,龙泽园街道,回南北路,,国仕汇,国仕汇,北京市昌平区龙泽园街道洋洋公寓(行知路分店)国仕汇,昌平区 · 龙泽园街道,昌平区,昌平区 · 龙泽园街道,township,high,1,OK
8731aa030ffffff,116.6528313,40.1267692,北京市,北京市,顺义区,110113,胜利街道,新顺南大街,,金街国际大厦,金街国际大厦,北京市顺义区胜利街道金街国际大厦,顺义区 · 胜利街道,顺义区,顺义区 · 胜利街道,township,high,1,OK
8731aa45bffffff,116.5162140,39.8046031,北京市,北京市,大兴区,110115,荣华街道,同济北路,,北京宝盾门业技术有限公司,北京宝盾门业技术有限公司,北京市大兴区荣华街道隆庆街北京宝盾门业技术有限公司,大兴区 · 荣华街道,大兴区,大兴区 · 荣华街道,township,high,1,OK
8731aa411ffffff,116.3177791,39.8405548,北京市,北京市,丰台区,110106,新村街道,芳菲路,,首都经济贸易大学,首都经济贸易大学,北京市丰台区新村街道首都经济贸易大学(校本部)博学楼,丰台区 · 新村街道,丰台区,丰台区 · 新村街道,township,high,1,OK
8731aa500ffffff,116.2871261,39.9944738,北京市,北京市,海淀区,110108,青龙桥街道,中直路,,颐东苑,颐东苑,北京市海淀区青龙桥街道颐东苑北区综合楼,海淀区 · 青龙桥街道,海淀区,海淀区 · 青龙桥街道,township,high,1,OK
8731aa5a3ffffff,116.1926974,39.9098900,北京市,北京市,石景山区,110107,八角街道,古城南路,,北京市古城中学,北京市古城中学,北京市石景山区八角街道古城南路21号北京市古城中学,石景山区 · 八角街道,石景山区,石景山区 · 八角街道,township,high,1,OK
8731aa374ffffff,117.1206959,40.1363581,北京市,北京市,平谷区,110117,平谷镇,建设街,,建兰馨居,建兰馨居,北京市平谷区平谷镇建兰馨居,平谷区 · 平谷镇,平谷区,平谷区 · 平谷镇,township,high,1,OK
8731aa198ffffff,116.5497203,40.0598759,北京市,北京市,顺义区,110113,空港街道,馨园一路,,,誉天下社区居民委员会,北京市顺义区空港街道京沈路,顺义区 · 空港街道,顺义区,顺义区 · 空港街道,township,high,1,OK
8731aa09affffff,116.5938474,39.9229564,北京市,北京市,朝阳区,110105,常营回族乡,朝阳北路,,常营回族乡人民政府,常营回族乡人民政府,北京市朝阳区常营回族乡常营中街常营回族乡人民政府,朝阳区 · 常营回族乡,朝阳区,朝阳区 · 常营回族乡,township,high,1,OK
