spatial_unit,pickup_count,avg_distance,avg_duration_min,avg_price,short_trip_ratio,late_pickup_ratio,weekend_pickup_ratio,dropoff_count,active_night_hours,active_nights,max_hourly_activity,weekday_avg_activity,weekend_avg_activity,total_activity,inflow_outflow_balance,activity_persistence,weekend_boost,night_vitality_score,cluster_id,region_type,spatial_unit_type,zone,borough,score_ratio,bar_density,restaurant_density,subway_distance,entertainment_poi_count,tourism_poi_count,poi_diversity,poi_total_count,poi_meaningful_count,poi_category_count,nightlife_poi_count,transport_poi_count,business_area_count,aoi_count,avg_poi_distance,long_trip_ratio,airport_like_score,station_like_score,hub_penalty,is_transport_hub,adjusted_night_vitality_score,source_spatial_unit,source_zone
8731aa461ffffff,685.0,16.759754890510948,48.85948905109489,0.0,0.0335766423357664,0.3138686131386861,0.454014598540146,684.0,42,6,75,26.035714285714285,45.71428571428572,1369.0,-0.0007304601899196,1.0,1.727873183619551,79.4,4,mixed_evening_area,h3,活动网格 8731aa461ffffff,Beijing,0.966524650030432,0.4722,0.0667,1.48,7.0,8.0,0.81,30.0,30.0,7.0,7.0,4.0,3.0,3.0,189.82,1.0,0.45,0.355,8.1,False,71.3,8731aa461ffffff,活动网格 8731aa461ffffff
8731aa404ffffff,1891.0,16.37702575356954,50.50692226335272,0.0,0.0259122157588577,0.3030142781597039,0.4257006874669487,1718.0,42,6,191,68.35714285714286,121.07142857142856,3609.0,-0.0479357162648933,1.0,1.760041194644696,79.4,2,nightlife_core,h3,活动网格 8731aa404ffffff,Beijing,0.966524650030432,0.3056,0.07,1.32,4.0,4.0,0.715,30.0,30.0,6.0,4.0,6.0,3.0,1.0,210.46,1.0,0.45,0.3539,8.1,False,71.3,8731aa404ffffff,活动网格 8731aa404ffffff
8731aa50bffffff,1078.0,16.920716512059368,51.374406307977736,0.0,0.0157699443413729,0.313543599257885,0.422077922077922,1030.0,42,6,103,39.892857142857146,70.78571428571429,2108.0,-0.0227703984819734,1.0,1.755458515283843,79.36,2,nightlife_core,h3,活动网格 8731aa50bffffff,Beijing,0.9660377358490564,0.6944,0.1367,1.8,11.0,4.0,0.865,30.0,30.0,8.0,11.0,0.0,3.0,0.0,233.29,1.0,0.45,0.3524,8.1,False,71.26,8731aa50bffffff,活动网格 8731aa50bffffff
8731aa466ffffff,1678.0,16.445924374255064,50.633712753277706,0.0,0.0208581644815256,0.3259833134684148,0.4100119189511323,1505.0,42,6,160,60.892857142857146,105.57142857142856,3183.0,-0.0543512409676405,1.0,1.721869590305828,79.34,2,nightlife_core,h3,活动网格 8731aa466ffffff,Beijing,0.9657942787583688,0.4722,0.3333,1.24,7.0,3.0,0.792,30.0,29.0,7.0,7.0,7.0,3.0,2.0,123.56,1.0,0.45,0.3531,8.1,False,71.24,8731aa466ffffff,活动网格 8731aa466ffffff
8731aa423ffffff,2290.0,16.691525240174673,51.645227074235805,0.0,0.0126637554585152,0.2606986899563319,0.434061135371179,2056.0,42,6,239,80.46428571428571,149.5,4346.0,-0.053842613897837,1.0,1.84743533537922,79.3,2,nightlife_core,h3,活动网格 8731aa423ffffff,Beijing,0.9653073645769932,0.4722,0.3567,1.24,7.0,6.0,0.888,30.0,30.0,8.0,7.0,7.0,3.0,3.0,115.86,1.0,0.45,0.3519,8.1,False,71.2,8731aa423ffffff,活动网格 8731aa423ffffff
8731aa55effffff,2435.0,16.703577823408622,51.06503901437372,0.0,0.0164271047227926,0.3408624229979466,0.4151950718685832,2338.0,42,6,201,92.28571428571428,156.35714285714286,4773.0,-0.0203226482296249,1.0,1.6868300153139355,79.19,2,nightlife_core,h3,活动网格 8731aa55effffff,Beijing,0.9639683505782104,0.6389,0.38,1.72,10.0,3.0,0.814,30.0,27.0,7.0,10.0,1.0,3.0,3.0,111.04,1.0,0.45,0.3525,8.1,False,71.09,8731aa55effffff,活动网格 8731aa55effffff
8731aa509ffffff,1355.0,16.555556457564574,51.48418450184502,0.0,0.0199261992619926,0.266420664206642,0.4302583025830258,1167.0,42,6,157,47.07142857142857,86.0,2522.0,-0.0745440126883425,1.0,1.8098068350668648,79.16,2,nightlife_core,h3,活动网格 8731aa509ffffff,Beijing,0.9636031649421788,0.5278,0.2667,1.8,8.0,4.0,0.682,30.0,27.0,6.0,8.0,0.0,3.0,3.0,175.22,1.0,0.45,0.353,8.1,False,71.06,8731aa509ffffff,活动网格 8731aa509ffffff
8731aa540ffffff,476.0,16.80086869747899,49.73710084033613,0.0,0.0084033613445378,0.2584033613445378,0.4495798319327731,407.0,42,6,58,16.214285714285715,30.642857142857142,883.0,-0.0781426953567383,1.0,1.838174273858921,79.11,4,mixed_evening_area,h3,活动网格 8731aa540ffffff,Beijing,0.9629945222154594,0.3056,0.0,0.68,4.0,5.0,0.729,30.0,28.0,7.0,4.0,14.0,3.0,1.0,297.64,1.0,0.45,0.3513,8.1,False,71.01,8731aa540ffffff,活动网格 8731aa540ffffff
8731aa46cffffff,309.0,18.0406925566343,48.61223300970874,0.0,0.0323624595469255,0.2880258899676375,0.4142394822006472,314.0,42,6,36,11.714285714285714,21.071428571428573,623.0,0.0080256821829855,1.0,1.7359550561797754,79.04,4,mixed_evening_area,h3,活动网格 8731aa46cffffff,Beijing,0.9621424223980524,0.4722,0.2467,1.64,7.0,6.0,0.861,30.0,28.0,8.0,7.0,2.0,3.0,1.0,258.05,1.0,0.45,0.3549,8.1,False,70.94,8731aa46cffffff,活动网格 8731aa46cffffff
8731aa424ffffff,968.0,17.003068801652894,51.56916322314049,0.0,0.018595041322314,0.3006198347107438,0.4287190082644628,913.0,42,6,98,35.785714285714285,62.785714285714285,1881.0,-0.0292397660818713,1.0,1.7339805825242718,79.01,2,nightlife_core,h3,活动网格 8731aa424ffffff,Beijing,0.9617772367620206,1.0,0.0,1.8,28.0,29.0,0.213,30.0,30.0,3.0,28.0,0.0,3.0,3.0,156.84,1.0,0.45,0.3528,8.1,False,70.91,8731aa424ffffff,活动网格 8731aa424ffffff
8731aa464ffffff,502.0,16.82816513944223,48.74282868525896,0.0,0.0199203187250996,0.3027888446215139,0.4023904382470119,460.0,42,6,50,18.285714285714285,32.142857142857146,962.0,-0.0436590436590436,1.0,1.7185185185185188,78.92,4,mixed_evening_area,h3,活动网格 8731aa464ffffff,Beijing,0.9606816798539256,0.3056,0.18,1.24,4.0,2.0,0.802,30.0,25.0,7.0,4.0,7.0,3.0,3.0,237.55,1.0,0.45,0.353,8.1,False,70.82,8731aa464ffffff,活动网格 8731aa464ffffff
8731aa551ffffff,1798.0,16.2202468298109,50.95952725250278,0.0,0.0266963292547274,0.3231368186874305,0.4043381535038932,1607.0,42,6,146,66.10714285714286,111.0,3405.0,-0.056093979441997,1.0,1.6689728579031398,78.91,2,nightlife_core,h3,活动网格 8731aa551ffffff,Beijing,0.9605599513085816,0.75,0.6467,1.16,12.0,2.0,0.782,30.0,28.0,7.0,12.0,8.0,3.0,3.0,73.99,1.0,0.45,0.354,8.1,False,70.81,8731aa551ffffff,活动网格 8731aa551ffffff
8731aa470ffffff,1999.0,17.00256143071536,50.87688844422211,0.0,0.0150075037518759,0.312656328164082,0.4202101050525262,1834.0,42,6,193,73.67857142857143,126.42857142857144,3833.0,-0.0430472214975215,1.0,1.7063605930176948,78.89,2,nightlife_core,h3,活动网格 8731aa470ffffff,Beijing,0.960316494217894,0.25,0.0667,1.48,3.0,2.0,0.688,30.0,27.0,6.0,3.0,4.0,3.0,1.0,212.65,1.0,0.45,0.3523,8.1,False,70.79,8731aa470ffffff,活动网格 8731aa470ffffff
8731aa42effffff,1935.0,16.151107131782947,51.67154005167959,0.0,0.0149870801033591,0.275968992248062,0.4304909560723514,1729.0,42,6,193,69.25,123.21428571428572,3664.0,-0.0562227074235807,1.0,1.768174885612608,78.86,2,nightlife_core,h3,活动网格 8731aa42effffff,Beijing,0.9599513085818624,0.6944,0.5133,1.0,11.0,4.0,0.795,30.0,29.0,7.0,11.0,10.0,3.0,3.0,69.44,1.0,0.45,0.3522,8.1,False,70.76,8731aa42effffff,活动网格 8731aa42effffff
8731aa518ffffff,447.0,16.841614988814317,50.236241610738254,0.0,0.0246085011185682,0.2527964205816554,0.4630872483221476,390.0,42,6,49,15.571428571428571,28.642857142857142,837.0,-0.068100358422939,1.0,1.788793103448276,78.83,4,mixed_evening_area,h3,活动网格 8731aa518ffffff,Beijing,0.9595861229458308,0.4722,0.49,1.56,8.0,7.0,0.733,30.0,29.0,6.0,8.0,3.0,1.0,2.0,119.2,1.0,0.45,0.3537,8.1,False,70.73,8731aa518ffffff,活动网格 8731aa518ffffff
8731aa553ffffff,1432.0,16.302085195530726,50.905523743016765,0.0,0.0139664804469273,0.3463687150837989,0.3952513966480447,1384.0,42,6,119,55.07142857142857,91.0,2816.0,-0.0170454545454545,1.0,1.6407643312101912,78.82,2,nightlife_core,h3,活动网格 8731aa553ffffff,Beijing,0.9594643944004868,1.0,0.6,1.72,18.0,8.0,0.692,30.0,30.0,6.0,18.0,1.0,3.0,0.0,132.45,1.0,0.45,0.3521,8.1,False,70.72,8731aa553ffffff,活动网格 8731aa553ffffff
8731aa56bffffff,624.0,24.518690224358977,48.588653846153846,0.0,0.048076923076923,0.3044871794871794,0.3733974358974359,1093.0,42,6,74,33.42857142857143,55.785714285714285,1717.0,0.2731508444962143,1.0,1.6493775933609958,78.77,2,nightlife_core,h3,活动网格 8731aa56bffffff,Beijing,0.9588557516737674,0.4722,0.2667,1.8,8.0,5.0,0.885,30.0,22.0,8.0,8.0,0.0,1.0,1.0,305.38,1.0,0.45,0.3572,8.1,False,70.67,8731aa56bffffff,活动网格 8731aa56bffffff
8731aa463ffffff,437.0,17.131579176201374,48.57368421052632,0.0,0.0389016018306636,0.3226544622425629,0.4050343249427917,547.0,42,6,57,19.178571428571427,31.928571428571427,984.0,0.1117886178861788,1.0,1.6318584070796462,78.76,4,mixed_evening_area,h3,活动网格 8731aa463ffffff,Beijing,0.9587340231284236,0.4167,0.2,1.8,6.0,6.0,0.565,30.0,30.0,5.0,6.0,0.0,3.0,4.0,135.8,1.0,0.45,0.3558,8.1,False,70.66,8731aa463ffffff,活动网格 8731aa463ffffff
8731aa552ffffff,1192.0,16.745777181208055,50.95777684563758,0.0,0.0184563758389261,0.2961409395973154,0.4203020134228188,1139.0,42,6,129,44.71428571428572,77.07142857142857,2331.0,-0.0227370227370227,1.0,1.7078125,78.69,2,nightlife_core,h3,活动网格 8731aa552ffffff,Beijing,0.9578819233110164,0.6944,0.2667,1.64,11.0,9.0,0.812,30.0,29.0,7.0,11.0,2.0,3.0,1.0,142.47,1.0,0.45,0.3528,8.1,False,70.59,8731aa552ffffff,活动网格 8731aa552ffffff
8731aa54cffffff,841.0,20.43214340071344,47.36456599286564,0.0,0.0285374554102259,0.3139120095124851,0.4090368608799049,839.0,42,6,85,32.75,54.5,1680.0,-0.0011904761904761,1.0,1.6444444444444444,78.57,2,nightlife_core,h3,活动网格 8731aa54cffffff,Beijing,0.9564211807668896,0.1944,0.1333,1.48,2.0,7.0,0.736,30.0,24.0,6.0,2.0,4.0,3.0,0.0,294.32,1.0,0.45,0.3543,8.1,False,70.47,8731aa54cffffff,活动网格 8731aa54cffffff
8731aa433ffffff,707.0,16.30238585572843,48.43975954738332,0.0,0.0452616690240452,0.2461103253182461,0.4073550212164074,631.0,42,6,99,25.428571428571427,44.71428571428572,1338.0,-0.0568011958146487,1.0,1.7297297297297298,78.52,4,mixed_evening_area,h3,活动网格 8731aa433ffffff,Beijing,0.9558125380401704,0.5278,0.0,1.64,8.0,12.0,0.792,30.0,26.0,7.0,8.0,2.0,3.0,0.0,292.74,1.0,0.45,0.3568,8.1,False,70.42,8731aa433ffffff,活动网格 8731aa433ffffff
8731aa554ffffff,1334.0,16.782059295352326,50.42663418290855,0.0,0.0232383808095952,0.2856071964017991,0.4197901049475262,1151.0,42,6,138,47.82142857142857,81.85714285714286,2485.0,-0.0736418511066398,1.0,1.6971470373079738,78.51,2,nightlife_core,h3,活动网格 8731aa554ffffff,Beijing,0.9556908094948264,0.25,0.0667,1.8,3.0,7.0,0.696,30.0,30.0,7.0,3.0,0.0,3.0,1.0,180.12,1.0,0.45,0.3535,8.1,False,70.41,8731aa554ffffff,活动网格 8731aa554ffffff
8731aa541ffffff,1277.0,16.507242913077523,49.91830853563038,0.0,0.0289741581832419,0.3022709475332811,0.4079874706342991,1180.0,42,6,125,47.96428571428572,79.57142857142857,2457.0,-0.0394790394790394,1.0,1.6455142231947484,78.4,2,nightlife_core,h3,活动网格 8731aa541ffffff,Beijing,0.954351795496044,0.4722,0.3367,1.4,8.0,5.0,0.823,30.0,30.0,7.0,8.0,5.0,1.0,1.0,91.39,1.0,0.45,0.3543,8.1,False,70.3,8731aa541ffffff,活动网格 8731aa541ffffff
8731aa444ffffff,329.0,16.675322188449847,48.720243161094224,0.0,0.0273556231003039,0.3221884498480243,0.4224924012158054,292.0,42,6,37,12.107142857142858,20.142857142857142,621.0,-0.0595813204508856,1.0,1.613079019073569,78.4,4,mixed_evening_area,h3,活动网格 8731aa444ffffff,Beijing,0.954351795496044,0.6944,0.47,1.0,11.0,3.0,0.865,30.0,30.0,8.0,11.0,10.0,3.0,2.0,236.66,1.0,0.45,0.3541,8.1,False,70.3,8731aa444ffffff,活动网格 8731aa444ffffff
8731aa54effffff,1361.0,17.70634974283615,48.94159441587068,0.0,0.020573108008817,0.2939015429831006,0.4217487141807494,1241.0,42,6,133,50.392857142857146,85.07142857142857,2602.0,-0.0461183704842428,1.0,1.6747741487143848,78.39,2,nightlife_core,h3,活动网格 8731aa54effffff,Beijing,0.9542300669507,0.8056,0.4233,1.48,13.0,11.0,0.888,30.0,30.0,8.0,13.0,4.0,3.0,2.0,126.57,1.0,0.45,0.3531,8.1,False,70.29,8731aa54effffff,活动网格 8731aa54effffff
8731aa503ffffff,387.0,18.49340542635659,51.6698708010336,0.0,0.0051679586563307,0.2790697674418604,0.4237726098191214,365.0,42,6,43,14.214285714285714,25.285714285714285,752.0,-0.0292553191489361,1.0,1.727699530516432,78.39,4,mixed_evening_area,h3,活动网格 8731aa503ffffff,Beijing,0.9542300669507,0.6944,0.5567,1.0,11.0,3.0,0.849,30.0,28.0,9.0,11.0,10.0,3.0,1.0,384.61,1.0,0.45,0.3508,8.1,False,70.29,8731aa503ffffff,活动网格 8731aa503ffffff
8731aa51bffffff,886.0,16.613594695259593,50.53187358916478,0.0,0.0191873589164785,0.2686230248306998,0.4334085778781038,741.0,42,6,89,31.107142857142858,54.0,1627.0,-0.0891210817455439,1.0,1.7130144605116795,78.31,2,nightlife_core,h3,活动网格 8731aa51bffffff,Beijing,0.9532562385879488,0.1111,0.0667,1.56,1.0,2.0,0.561,30.0,30.0,5.0,1.0,3.0,2.0,3.0,179.79,1.0,0.45,0.3529,8.1,False,70.21,8731aa51bffffff,活动网格 8731aa51bffffff
8731aa469ffffff,305.0,16.015373770491806,46.00937704918033,0.0,0.0262295081967213,0.2754098360655738,0.3868852459016393,370.0,42,6,32,12.892857142857142,22.428571428571427,675.0,0.0962962962962963,1.0,1.686375321336761,78.26,4,mixed_evening_area,h3,活动网格 8731aa469ffffff,Beijing,0.9526475958612296,0.3611,0.2667,1.72,5.0,6.0,0.663,30.0,29.0,6.0,5.0,1.0,3.0,3.0,178.49,1.0,0.45,0.3539,8.1,False,70.16,8731aa469ffffff,活动网格 8731aa469ffffff
8731aa436ffffff,630.0,16.972673650793652,48.35817460317461,0.0,0.0380952380952381,0.2904761904761905,0.4,579.0,42,6,57,23.607142857142858,39.142857142857146,1209.0,-0.0421836228287841,1.0,1.6313497822931786,78.23,4,mixed_evening_area,h3,活动网格 8731aa436ffffff,Beijing,0.9522824102251978,0.3056,0.0,1.8,4.0,1.0,0.484,30.0,29.0,4.0,4.0,0.0,3.0,4.0,192.96,1.0,0.45,0.3557,8.1,False,70.13,8731aa436ffffff,活动网格 8731aa436ffffff
8731aa51affffff,698.0,16.880885386819486,49.995659025787965,0.0,0.0214899713467048,0.2621776504297994,0.4283667621776504,628.0,42,6,70,25.357142857142858,44.0,1326.0,-0.0527903469079939,1.0,1.7073170731707317,78.2,4,mixed_evening_area,h3,活动网格 8731aa51affffff,Beijing,0.9519172245891662,0.25,0.1567,1.64,4.0,4.0,0.758,30.0,25.0,7.0,4.0,2.0,1.0,1.0,243.23,1.0,0.45,0.3532,8.1,False,70.1,8731aa51affffff,活动网格 8731aa51affffff
8731aa56affffff,395.0,16.85217493670886,48.96240506329114,0.0,0.0481012658227848,0.2455696202531645,0.4025316455696202,393.0,42,6,43,15.107142857142858,26.071428571428573,788.0,-0.0025380710659898,1.0,1.680709534368071,78.12,4,mixed_evening_area,h3,活动网格 8731aa56affffff,Beijing,0.9509433962264152,0.2222,0.1333,1.8,3.0,4.0,0.508,30.0,26.0,5.0,3.0,0.0,2.0,3.0,188.53,1.0,0.45,0.3572,8.1,False,70.02,8731aa56affffff,活动网格 8731aa56affffff
8731aa471ffffff,1068.0,16.006654681647937,50.31488764044944,0.0,0.0262172284644194,0.2734082397003745,0.4119850187265917,940.0,42,6,108,39.0,65.42857142857143,2008.0,-0.0637450199203187,1.0,1.6607142857142858,78.03,2,nightlife_core,h3,活动网格 8731aa471ffffff,Beijing,0.94984783931832,0.1389,0.0667,1.8,1.0,4.0,0.49,30.0,29.0,4.0,1.0,0.0,3.0,3.0,231.83,1.0,0.45,0.3539,8.1,False,69.93,8731aa471ffffff,活动网格 8731aa471ffffff
8731aa473ffffff,1377.0,16.693888816267247,49.3539360929557,0.0,0.0305010893246187,0.3100944081336238,0.3957879448075526,1399.0,42,6,123,55.17857142857143,87.92857142857143,2776.0,0.0079250720461095,1.0,1.5829624920534011,77.98,2,nightlife_core,h3,活动网格 8731aa473ffffff,Beijing,0.9492391965916008,0.3611,0.09,1.48,5.0,3.0,0.784,30.0,28.0,7.0,5.0,4.0,3.0,3.0,107.81,1.0,0.45,0.3546,8.1,False,69.88,8731aa473ffffff,活动网格 8731aa473ffffff
8731aa51cffffff,580.0,17.142985517241378,50.81846551724138,0.0,0.0172413793103448,0.2758620689655172,0.4637931034482758,509.0,41,6,82,21.25925925925926,36.785714285714285,1089.0,-0.0651974288337924,0.9761904761904762,1.6975279296410744,77.87,4,mixed_evening_area,h3,活动网格 8731aa51cffffff,Beijing,0.947900182592818,0.3056,0.09,1.56,5.0,2.0,0.754,30.0,30.0,7.0,5.0,3.0,1.0,1.0,167.02,1.0,0.45,0.3526,8.1,False,69.77,8731aa51cffffff,活动网格 8731aa51cffffff
8731aa420ffffff,1221.0,15.988781654381654,51.03570024570024,0.0,0.0245700245700245,0.253071253071253,0.4447174447174447,995.0,42,6,149,42.82142857142857,72.64285714285714,2216.0,-0.101985559566787,1.0,1.6805215973920131,77.86,2,nightlife_core,h3,活动网格 8731aa420ffffff,Beijing,0.947778454047474,0.3611,0.1567,1.48,5.0,2.0,0.862,30.0,26.0,8.0,5.0,4.0,3.0,3.0,105.61,0.9991,0.4496,0.3534,8.09,False,69.77,8731aa420ffffff,活动网格 8731aa420ffffff
8731aa501ffffff,446.0,18.29712668161435,51.973991031390135,0.0,0.0067264573991031,0.2802690582959641,0.4192825112107623,397.0,41,6,51,16.37037037037037,28.642857142857142,843.0,-0.0581257413997627,0.9761904761904762,1.706518428266829,77.85,4,mixed_evening_area,h3,活动网格 8731aa501ffffff,Beijing,0.94765672550213,1.0,0.0,1.8,22.0,30.0,0.251,30.0,30.0,2.0,22.0,0.0,3.0,3.0,93.46,1.0,0.45,0.351,8.1,False,69.75,8731aa501ffffff,活动网格 8731aa501ffffff
8731aa41dffffff,431.0,16.170137587006963,47.67204176334107,0.0,0.0348027842227378,0.3109048723897912,0.3921113689095127,450.0,42,6,40,17.607142857142858,27.714285714285715,881.0,0.021566401816118,1.0,1.5431861804222649,77.71,4,mixed_evening_area,h3,活动网格 8731aa41dffffff,Beijing,0.9459525258673156,0.25,0.0667,1.72,3.0,4.0,0.647,30.0,30.0,6.0,3.0,1.0,3.0,1.0,198.97,1.0,0.45,0.3552,8.1,False,69.61,8731aa41dffffff,活动网格 8731aa41dffffff
8731aa42affffff,1808.0,15.57960956858407,51.03964601769911,0.0,0.0232300884955752,0.2571902654867257,0.4264380530973451,1603.0,42,6,189,66.46428571428571,110.71428571428572,3411.0,-0.0600996775139255,1.0,1.655902593965061,77.68,2,nightlife_core,h3,活动网格 8731aa42affffff,Beijing,0.9455873402312842,0.4722,0.1333,1.4,7.0,10.0,0.753,30.0,30.0,6.0,7.0,5.0,3.0,1.0,166.34,0.965,0.4342,0.3412,7.82,False,69.86,8731aa42affffff,活动网格 8731aa42affffff
8731aa409ffffff,1632.0,15.937782169117648,49.24594975490196,0.0,0.0410539215686274,0.3290441176470588,0.3658088235294117,1659.0,42,6,144,67.17857142857143,100.71428571428572,3291.0,0.0082041932543299,1.0,1.4918805657412255,77.63,2,nightlife_core,h3,活动网格 8731aa409ffffff,Beijing,0.9449786975045646,0.4722,0.3333,1.24,7.0,3.0,0.748,30.0,28.0,6.0,7.0,7.0,3.0,1.0,88.46,0.9948,0.4477,0.3543,8.06,False,69.57,8731aa409ffffff,活动网格 8731aa409ffffff
8731aa405ffffff,1904.0,15.974815966386554,50.34005252100841,0.0,0.0262605042016806,0.2956932773109244,0.4070378151260504,1603.0,42,6,178,69.96428571428571,110.57142857142856,3507.0,-0.0858283433133732,1.0,1.57221942627076,77.59,2,nightlife_core,h3,活动网格 8731aa405ffffff,Beijing,0.9444917833231892,0.3056,0.0,1.8,4.0,9.0,0.598,30.0,30.0,5.0,4.0,0.0,3.0,2.0,118.8,0.9979,0.4491,0.3532,8.08,False,69.51,8731aa405ffffff,活动网格 8731aa405ffffff
8731aa52cffffff,272.0,17.235514338235294,48.02485294117647,0.0,0.0551470588235294,0.2941176470588235,0.3823529411764705,273.0,41,6,31,10.25925925925926,19.142857142857142,545.0,0.0018348623853211,0.9761904761904762,1.7890037593984962,77.37,4,mixed_evening_area,h3,活动网格 8731aa52cffffff,Beijing,0.9418137553256238,0.4167,0.1567,1.8,6.0,3.0,0.727,30.0,30.0,7.0,6.0,0.0,3.0,2.0,142.03,1.0,0.45,0.3583,8.1,False,69.27,8731aa52cffffff,活动网格 8731aa52cffffff
8731aa521ffffff,283.0,17.303383038869256,52.17219081272085,0.0,0.0070671378091872,0.3074204946996466,0.5265017667844523,244.0,40,6,36,7.5,23.714285714285715,527.0,-0.0740037950664136,0.9523809523809524,2.9075630252100844,77.31,4,mixed_evening_area,h3,活动网格 8731aa521ffffff,Beijing,0.9410833840535604,0.3056,0.2,1.64,4.0,4.0,0.607,30.0,29.0,6.0,4.0,2.0,3.0,2.0,186.6,1.0,0.45,0.3511,8.1,False,69.21,8731aa521ffffff,活动网格 8731aa521ffffff
8731aa46effffff,252.0,19.18993373015873,48.42861111111111,0.0,0.0198412698412698,0.3373015873015873,0.4404761904761904,259.0,42,6,32,8.607142857142858,19.285714285714285,511.0,0.0136986301369863,1.0,2.111524163568773,77.26,4,mixed_evening_area,h3,活动网格 8731aa46effffff,Beijing,0.9404747413268412,0.7222,0.69,1.8,12.0,10.0,0.685,30.0,30.0,6.0,12.0,0.0,2.0,2.0,127.57,1.0,0.45,0.353,8.1,False,69.16,8731aa46effffff,活动网格 8731aa46effffff
8731aa476ffffff,1808.0,15.84422842920354,50.625951327433626,0.0,0.0248893805309734,0.3019911504424779,0.4203539823008849,1694.0,42,6,175,70.82142857142857,108.5,3502.0,-0.0325528269560251,1.0,1.5246146195922428,77.24,2,nightlife_core,h3,活动网格 8731aa476ffffff,Beijing,0.9402312842361532,0.5833,0.4667,1.64,9.0,4.0,0.851,30.0,30.0,8.0,9.0,2.0,3.0,1.0,136.87,0.987,0.4442,0.3492,7.99,False,69.25,8731aa476ffffff,活动网格 8731aa476ffffff
8731aa460ffffff,981.0,15.902748318042814,50.48730886850153,0.0,0.0224260958205912,0.3058103975535168,0.4199796126401631,991.0,42,6,104,39.892857142857146,61.07142857142857,1972.0,0.0050709939148073,1.0,1.5179039301310042,77.2,2,nightlife_core,h3,活动网格 8731aa460ffffff,Beijing,0.9397443700547778,0.6389,0.29,1.32,10.0,1.0,0.809,30.0,29.0,7.0,10.0,6.0,3.0,5.0,86.42,0.9919,0.4464,0.3505,8.03,False,69.17,8731aa460ffffff,活动网格 8731aa460ffffff
8731aa403ffffff,662.0,16.541753927492447,49.16179758308157,0.0,0.0181268882175226,0.3141993957703927,0.391238670694864,592.0,42,6,59,25.428571428571427,38.71428571428572,1254.0,-0.0558213716108452,1.0,1.502702702702703,77.13,4,mixed_evening_area,h3,活动网格 8731aa403ffffff,Beijing,0.9388922702373704,0.6389,0.3333,1.56,10.0,2.0,0.815,30.0,30.0,7.0,10.0,3.0,3.0,3.0,129.39,1.0,0.45,0.3527,8.1,False,69.03,8731aa403ffffff,活动网格 8731aa403ffffff
8731aa408ffffff,1083.0,15.902809048938137,48.594339796860574,0.0,0.0424746075715604,0.3111726685133887,0.3896583564173592,1037.0,42,6,88,43.71428571428572,64.0,2120.0,-0.0216981132075471,1.0,1.4536741214057507,77.02,2,nightlife_core,h3,活动网格 8731aa408ffffff,Beijing,0.937553256238588,0.5278,0.18,1.48,8.0,3.0,0.801,30.0,29.0,7.0,8.0,4.0,3.0,0.0,208.27,0.9919,0.4464,0.3535,8.03,False,68.99,8731aa408ffffff,活动网格 8731aa408ffffff
8731aa454ffffff,815.0,16.460639754601225,49.337828220858896,0.0,0.0257668711656441,0.2539877300613496,0.4098159509202454,744.0,42,6,78,30.928571428571427,49.5,1559.0,-0.04554201411161,1.0,1.5816554809843402,77.0,2,nightlife_core,h3,活动网格 8731aa454ffffff,Beijing,0.9373097991479,0.9167,0.5833,1.32,15.0,5.0,0.903,30.0,28.0,9.0,15.0,6.0,3.0,1.0,137.22,1.0,0.45,0.3539,8.1,False,68.9,8731aa454ffffff,活动网格 8731aa454ffffff
8731aa42dffffff,1346.0,16.320025705794947,51.59251857355126,0.0,0.0222882615156017,0.3224368499257058,0.3647845468053491,1326.0,42,6,106,55.10714285714285,80.64285714285714,2672.0,-0.0074850299401197,1.0,1.4551241247612985,76.89,2,nightlife_core,h3,活动网格 8731aa42dffffff,Beijing,0.9359707851491174,0.4167,0.29,1.56,6.0,9.0,0.779,30.0,30.0,7.0,6.0,3.0,3.0,3.0,132.7,1.0,0.45,0.3533,8.1,False,68.79,8731aa42dffffff,活动网格 8731aa42dffffff
8731aa40effffff,1244.0,16.351458601286176,48.77602893890675,0.0,0.0409967845659164,0.292604501607717,0.3810289389067524,1252.0,42,6,115,51.25,75.78571428571429,2496.0,0.0032051282051282,1.0,1.469583048530417,76.85,2,nightlife_core,h3,活动网格 8731aa40effffff,Beijing,0.9354838709677418,0.6389,0.2233,1.0,10.0,9.0,0.844,30.0,29.0,8.0,10.0,10.0,3.0,4.0,114.51,1.0,0.45,0.3561,8.1,False,68.75,8731aa40effffff,活动网格 8731aa40effffff
