spatial_unit,long_trip_ratio,airport_like_score,station_like_score,hub_penalty,is_transport_hub
873185ae9ffffff,1.0,0.45,0.35,8.1,False
8731aa851ffffff,0.2863,0.1288,0.1002,2.32,False
8731aacecffffff,1.0,0.45,0.35,8.1,False
8731aacb5ffffff,0.0,0.0,0.0,0.0,False
8731abc16ffffff,0.7798,0.3509,0.2729,6.32,False
8731aa8deffffff,0.117,0.0526,0.0409,0.95,False
8731aaaa9ffffff,0.2691,0.1211,0.0942,2.18,False
873185b44ffffff,0.2794,0.1257,0.0978,2.26,False
8731818e8ffffff,0.5454,0.2454,0.1909,4.42,False
873185a41ffffff,0.7348,0.3307,0.2572,5.95,False
8731aa373ffffff,0.3213,0.1446,0.1125,2.6,False
8731aa330ffffff,0.544,0.2448,0.1904,4.41,False
873185b66ffffff,1.0,0.45,0.35,8.1,False
873185a50ffffff,1.0,0.45,0.35,8.1,False
8731aa89bffffff,0.2607,0.1173,0.0912,2.11,False
873181a32ffffff,0.2266,0.102,0.0793,1.84,False
8731aa842ffffff,0.1506,0.0678,0.0527,1.22,False
8731aac42ffffff,0.4625,0.2081,0.1619,3.75,False
873185b2dffffff,0.3669,0.1651,0.1284,2.97,False
8731aad6affffff,0.7088,0.3189,0.2481,5.74,False
873185a23ffffff,1.0,0.45,0.35,8.1,False
8731aac91ffffff,0.4223,0.19,0.1478,3.42,False
8731aab5dffffff,1.0,0.45,0.35,8.1,False
8731aa0e1ffffff,1.0,0.45,0.35,8.1,False
8731aac0effffff,0.7638,0.3437,0.2673,6.19,False
8731a84f0ffffff,0.0,0.0,0.0,0.0,False
873181a23ffffff,1.0,0.45,0.35,8.1,False
8731aa614ffffff,1.0,0.45,0.35,8.1,False
8731aaab0ffffff,1.0,0.45,0.35,8.1,False
873181b5affffff,0.2673,0.1203,0.0935,2.16,False
8731a87aeffffff,0.9033,0.4065,0.3162,7.32,False
8731aaae1ffffff,1.0,0.45,0.35,8.1,False
8731aa652ffffff,0.4935,0.2221,0.1727,4.0,False
8731ae782ffffff,1.0,0.45,0.35,8.1,False
873185b61ffffff,0.2102,0.0946,0.0736,1.7,False
8731aaac8ffffff,0.3968,0.1786,0.1389,3.21,False
873181a0effffff,0.0,0.0,0.0,0.0,False
873185229ffffff,0.5473,0.2463,0.1915,4.43,False
8731aaca3ffffff,0.1295,0.0583,0.0453,1.05,False
8731aa0d4ffffff,0.3127,0.1407,0.1094,2.53,False
8731aa8dcffffff,0.0,0.0,0.0,0.0,False
873185b5effffff,0.0,0.0,0.0,0.0,False
8731a84d1ffffff,0.0,0.0,0.0,0.0,False
8731aad15ffffff,0.0,0.0,0.0,0.0,False
8731aa94affffff,0.551,0.248,0.1929,4.46,False
8731aa12effffff,0.4451,0.2003,0.1558,3.61,False
873185a05ffffff,0.3739,0.1683,0.1309,3.03,False
8731aaaf3ffffff,0.5761,0.2592,0.2016,4.67,False
8731ae790ffffff,1.0,0.45,0.35,8.1,False
8731aa8e5ffffff,0.4791,0.2156,0.1677,3.88,False
8731aab2cffffff,0.0,0.0,0.0,0.0,False
8731aa0cbffffff,0.5973,0.2688,0.2091,4.84,False
8731aa6e4ffffff,0.104,0.0468,0.0364,0.84,False
87318cd24ffffff,1.0,0.45,0.35,8.1,False
8731aa80effffff,0.5573,0.2508,0.1951,4.51,False
873185a56ffffff,1.0,0.45,0.35,8.1,False
8731aa8ceffffff,0.0847,0.0381,0.0296,0.69,False
8731aab2affffff,1.0,0.45,0.35,8.1,False
8731aa48effffff,0.4056,0.1825,0.142,3.29,False
8731aac02ffffff,0.2248,0.1012,0.0787,1.82,False
8731aa8cdffffff,1.0,0.45,0.35,8.1,False
873185b62ffffff,0.523,0.2353,0.183,4.24,False
8731818c4ffffff,1.0,0.45,0.35,8.1,False
8731aa232ffffff,1.0,0.45,0.35,8.1,False
8731aa200ffffff,0.9878,0.4445,0.3457,8.0,False
8731aa8a3ffffff,0.8111,0.365,0.2839,6.57,False
8731a8494ffffff,1.0,0.45,0.35,8.1,False
873185a20ffffff,0.69,0.3105,0.2415,5.59,False
873181a04ffffff,0.9986,0.4494,0.3495,8.09,False
87318c12affffff,1.0,0.45,0.35,8.1,False
8731ae4dbffffff,0.371,0.167,0.1299,3.01,False
8731ae6b5ffffff,0.4444,0.2,0.1556,3.6,False
8731ae6a2ffffff,0.3977,0.179,0.1392,3.22,False
873181924ffffff,1.0,0.45,0.35,8.1,False
8731aaa0affffff,1.0,0.45,0.35,8.1,False
8731aaa0effffff,1.0,0.45,0.35,8.1,False
8731aa6adffffff,1.0,0.45,0.35,8.1,False
873181ba4ffffff,0.0,0.0,0.0,0.0,False
8731ae610ffffff,0.922,0.4149,0.3227,7.47,False
8731aac60ffffff,1.0,0.45,0.35,8.1,False
8731aaa8effffff,0.5373,0.2418,0.188,4.35,False
873185b28ffffff,0.1636,0.0736,0.0572,1.32,False
8731a8489ffffff,1.0,0.45,0.35,8.1,False
873185b1affffff,0.0,0.0,0.0,0.0,False
8731aa866ffffff,0.0955,0.043,0.0334,0.77,False
8731aac64ffffff,1.0,0.45,0.35,8.1,False
873185b46ffffff,1.0,0.45,0.35,8.1,False
873185b49ffffff,0.0,0.0,0.0,0.0,False
8731a8713ffffff,1.0,0.45,0.35,8.1,False
8731aad63ffffff,1.0,0.45,0.35,8.1,False
8731aac06ffffff,0.312,0.1404,0.1092,2.53,False
8731a841affffff,0.3572,0.1607,0.125,2.89,False
8731aadaeffffff,0.3464,0.1559,0.1212,2.81,False
8731abd8dffffff,0.0455,0.0205,0.0159,0.37,False
8731a8455ffffff,0.1804,0.0812,0.0632,1.46,False
873181992ffffff,0.8434,0.3795,0.2952,6.83,False
873185b6cffffff,0.8037,0.3617,0.2813,6.51,False
8731aad84ffffff,0.0,0.0,0.0,0.0,False
8731aa170ffffff,0.3017,0.1358,0.1056,2.44,False
8731aa10dffffff,0.0,0.0,0.0,0.0,False
8731a8462ffffff,0.1855,0.0835,0.0649,1.5,False
8731aa893ffffff,0.5195,0.2338,0.1818,4.21,False
873181a2affffff,0.3254,0.1464,0.1139,2.64,False
8731aaba4ffffff,0.26,0.117,0.091,2.11,False
873185b71ffffff,0.4912,0.2211,0.1719,3.98,False
873181b14ffffff,0.2081,0.0936,0.0728,1.69,False
8731aabb1ffffff,0.3167,0.1425,0.1108,2.57,False
8731ae614ffffff,1.0,0.45,0.35,8.1,False
873181ae5ffffff,0.2866,0.129,0.1003,2.32,False
87318c8daffffff,1.0,0.45,0.35,8.1,False
8731ae791ffffff,0.3811,0.1715,0.1334,3.09,False
873185b76ffffff,0.2376,0.1069,0.0832,1.92,False
87318c904ffffff,1.0,0.45,0.35,8.1,False
8731abd80ffffff,0.0,0.0,0.0,0.0,False
873185a66ffffff,0.0,0.0,0.0,0.0,False
8731aad6cffffff,0.0,0.0,0.0,0.0,False
873181849ffffff,0.0,0.0,0.0,0.0,False
8731aa4c9ffffff,0.0,0.0,0.0,0.0,False
8731aa883ffffff,0.0,0.0,0.0,0.0,False
8731aa882ffffff,0.0,0.0,0.0,0.0,False
8731aa1acffffff,0.0,0.0,0.0,0.0,False
873185a21ffffff,0.0,0.0,0.0,0.0,False
873181925ffffff,0.0,0.0,0.0,0.0,False
8731a8486ffffff,0.0,0.0,0.0,0.0,False
87318198cffffff,0.0,0.0,0.0,0.0,False
873181985ffffff,0.0,0.0,0.0,0.0,False
873185a09ffffff,0.0,0.0,0.0,0.0,False
873181b70ffffff,0.0,0.0,0.0,0.0,False
8731aa96bffffff,0.0,0.0,0.0,0.0,False
8731aa891ffffff,0.0,0.0,0.0,0.0,False
873181b1cffffff,0.0,0.0,0.0,0.0,False
8731ae783ffffff,0.0,0.0,0.0,0.0,False
8731aaa65ffffff,0.0,0.0,0.0,0.0,False
8731aa895ffffff,0.0,0.0,0.0,0.0,False
8731aaa29ffffff,0.0,0.0,0.0,0.0,False
873185b2bffffff,0.0,0.0,0.0,0.0,False
873181babffffff,0.0,0.0,0.0,0.0,False
873181a05ffffff,0.0,0.0,0.0,0.0,False
873185b43ffffff,0.0,0.0,0.0,0.0,False
873185a01ffffff,1.0,0.45,0.35,8.1,False
873185785ffffff,0.0779,0.035,0.0273,0.63,False
8731abd99ffffff,0.1207,0.0543,0.0422,0.98,False
8731abdb3ffffff,0.0,0.0,0.0,0.0,False
8731a8793ffffff,0.5549,0.2497,0.1942,4.49,False
873181ba1ffffff,1.0,0.45,0.35,8.1,False
873181b4dffffff,0.0,0.0,0.0,0.0,False
873185380ffffff,0.1802,0.0811,0.0631,1.46,False
873181ba5ffffff,0.02,0.009,0.007,0.16,False
8731ae4daffffff,0.0,0.0,0.0,0.0,False
873181b52ffffff,0.0,0.0,0.0,0.0,False
8731aab00ffffff,1.0,0.45,0.35,8.1,False
8731858ceffffff,1.0,0.45,0.35,8.1,False
8731aa1a1ffffff,1.0,0.45,0.35,8.1,False
8731aa222ffffff,1.0,0.45,0.35,8.1,False
873181a0affffff,1.0,0.45,0.35,8.1,False
8731aad1effffff,1.0,0.45,0.35,8.1,False
873185791ffffff,0.7109,0.3199,0.2488,5.76,False
87318581effffff,0.3336,0.1501,0.1167,2.7,False
8731819a9ffffff,0.251,0.1129,0.0878,2.03,False
8731819b5ffffff,1.0,0.45,0.35,8.1,False
8731aaac2ffffff,0.2596,0.1168,0.0909,2.1,False
8731aaa54ffffff,0.0413,0.0186,0.0144,0.33,False
8731a84d4ffffff,0.0361,0.0163,0.0126,0.29,False
873185b0effffff,0.2767,0.1245,0.0969,2.24,False
8731a84c4ffffff,0.5327,0.2397,0.1865,4.32,False
8731aaaa8ffffff,1.0,0.45,0.35,8.1,False
8731aa6b6ffffff,0.0,0.0,0.0,0.0,False
873185b4bffffff,1.0,0.45,0.35,8.1,False
8731ae743ffffff,1.0,0.45,0.35,8.1,False
8731aa6c4ffffff,0.0,0.0,0.0,0.0,False
8731818a3ffffff,1.0,0.45,0.35,8.1,False
8731a84b2ffffff,0.1084,0.0488,0.0379,0.88,False
87318192bffffff,0.3381,0.1522,0.1183,2.74,False
8731a84aeffffff,0.1061,0.0478,0.0371,0.86,False
8731aa81cffffff,0.818,0.3681,0.2863,6.63,False
8731aa75affffff,0.0,0.0,0.0,0.0,False
873185b68ffffff,0.0,0.0,0.0,0.0,False
8731abdaeffffff,1.0,0.45,0.35,8.1,False
8731852daffffff,1.0,0.45,0.35,8.1,False
8731852d5ffffff,1.0,0.45,0.35,8.1,False
8731aa06effffff,0.357,0.1607,0.125,2.89,False
8731aa169ffffff,0.0,0.0,0.0,0.0,False
873181121ffffff,0.3024,0.1361,0.1059,2.45,False
873181123ffffff,1.0,0.45,0.35,8.1,False
8731ae3b3ffffff,0.0,0.0,0.0,0.0,False
8731abd83ffffff,1.0,0.45,0.35,8.1,False
8731ae632ffffff,0.2738,0.1232,0.0958,2.22,False
8731852c6ffffff,0.0204,0.0092,0.0071,0.17,False
8731aa0c8ffffff,1.0,0.45,0.35,8.1,False
8731abd86ffffff,0.0,0.0,0.0,0.0,False
873185b8affffff,1.0,0.45,0.35,8.1,False
8731ae69affffff,1.0,0.45,0.35,8.1,False
87318c89bffffff,1.0,0.45,0.35,8.1,False
8731ae382ffffff,1.0,0.45,0.35,8.1,False
8731abd2dffffff,1.0,0.45,0.35,8.1,False
8731abd29ffffff,0.499,0.2245,0.1746,4.04,False
8731ae289ffffff,1.0,0.45,0.35,8.1,False
87318c89effffff,1.0,0.45,0.35,8.1,False
8731ae6b1ffffff,1.0,0.45,0.35,8.1,False
8731a8ca4ffffff,0.7633,0.3435,0.2672,6.18,False
87318c934ffffff,0.3765,0.1694,0.1318,3.05,False
8731aa874ffffff,0.0985,0.0443,0.0345,0.8,False
8731aa18bffffff,0.0,0.0,0.0,0.0,False
8731aaa24ffffff,1.0,0.45,0.35,8.1,False
873181a29ffffff,0.0,0.0,0.0,0.0,False
8731818e2ffffff,1.0,0.45,0.35,8.1,False
8731aa610ffffff,0.0,0.0,0.0,0.0,False
873181a51ffffff,0.7541,0.3393,0.2639,6.11,False
8731aab84ffffff,0.1105,0.0497,0.0387,0.89,False
8731a84daffffff,0.8622,0.388,0.3018,6.98,False
8731aa861ffffff,0.0,0.0,0.0,0.0,False
8731aa285ffffff,1.0,0.45,0.35,8.1,False
8731aa296ffffff,1.0,0.45,0.35,8.1,False
8731aa26bffffff,1.0,0.45,0.35,8.1,False
87318cc21ffffff,0.2996,0.1348,0.1049,2.43,False
8731aa39cffffff,1.0,0.45,0.35,8.1,False
8731aa389ffffff,1.0,0.45,0.35,8.1,False
873185a52ffffff,1.0,0.45,0.35,8.1,False
8731aa908ffffff,1.0,0.45,0.35,8.1,False
8731a805effffff,1.0,0.45,0.35,8.1,False
8731aabacffffff,0.4531,0.2039,0.1586,3.67,False
8731aaba5ffffff,1.0,0.45,0.35,8.1,False
873185206ffffff,0.8704,0.3917,0.3047,7.05,False
873185221ffffff,1.0,0.45,0.35,8.1,False
873185a06ffffff,1.0,0.45,0.35,8.1,False
873185205ffffff,1.0,0.45,0.35,8.1,False
873185a02ffffff,0.0,0.0,0.0,0.0,False
8731aaca0ffffff,0.5776,0.2599,0.2021,4.68,False
8731aa98cffffff,0.2985,0.1343,0.1045,2.42,False
8731aa388ffffff,1.0,0.45,0.35,8.1,False
8731aab13ffffff,1.0,0.45,0.35,8.1,False
8731aab41ffffff,0.4599,0.207,0.161,3.73,False
8731aa36effffff,0.0211,0.0095,0.0074,0.17,False
8731aab45ffffff,0.0,0.0,0.0,0.0,False
873185a2cffffff,0.3416,0.1537,0.1196,2.77,False
87318184dffffff,0.4832,0.2174,0.1691,3.91,False
8731a8560ffffff,0.0,0.0,0.0,0.0,False
8731a8516ffffff,0.058,0.0261,0.0203,0.47,False
8731a850affffff,0.0,0.0,0.0,0.0,False
87318cd2effffff,1.0,0.45,0.35,8.1,False
87318cd23ffffff,0.2503,0.1126,0.0876,2.03,False
8731aa3acffffff,0.3132,0.1409,0.1096,2.54,False
8731aa3aeffffff,1.0,0.45,0.35,8.1,False
8731a86d0ffffff,0.0049,0.0022,0.0017,0.04,False
87318cd60ffffff,0.103,0.0463,0.036,0.83,False
8731aa886ffffff,0.6901,0.3106,0.2415,5.59,False
8731a844bffffff,0.1549,0.0697,0.0542,1.25,False
8731a8444ffffff,1.0,0.45,0.35,8.1,False
873181b10ffffff,0.8747,0.3936,0.3061,7.09,False
8731aa64bffffff,0.484,0.2178,0.1694,3.92,False
873181b81ffffff,1.0,0.45,0.35,8.1,False
873181b80ffffff,0.7515,0.3382,0.263,6.09,False
873185108ffffff,0.0,0.0,0.0,0.0,False
873181d62ffffff,0.2033,0.0915,0.0712,1.65,False
873185365ffffff,1.0,0.45,0.35,8.1,False
873181d41ffffff,1.0,0.45,0.35,8.1,False
873185a45ffffff,0.0446,0.0201,0.0156,0.36,False
8731aad22ffffff,0.1879,0.0846,0.0658,1.52,False
8731818c3ffffff,1.0,0.45,0.35,8.1,False
8731aa803ffffff,0.5622,0.253,0.1968,4.55,False
8731aad24ffffff,0.0301,0.0136,0.0105,0.24,False
8731ab4b0ffffff,1.0,0.45,0.35,8.1,False
8731818d4ffffff,1.0,0.45,0.35,8.1,False
8731ae79effffff,0.2876,0.1294,0.1006,2.33,False
8731aa04dffffff,0.0,0.0,0.0,0.0,False
8731aa05bffffff,0.4361,0.1962,0.1526,3.53,False
8731ab513ffffff,0.2255,0.1015,0.0789,1.83,False
8731aa640ffffff,0.2611,0.1175,0.0914,2.11,False
8731aa8eeffffff,0.2473,0.1113,0.0866,2.0,False
8731abc64ffffff,0.0,0.0,0.0,0.0,False
8731aac25ffffff,0.0,0.0,0.0,0.0,False
873181106ffffff,1.0,0.45,0.35,8.1,False
8731ae793ffffff,1.0,0.45,0.35,8.1,False
8731aeaf2ffffff,0.0236,0.0106,0.0083,0.19,False
873185b90ffffff,1.0,0.45,0.35,8.1,False
87318c129ffffff,0.0,0.0,0.0,0.0,False
8731ae6d1ffffff,0.9644,0.434,0.3376,7.81,False
8731ae219ffffff,1.0,0.45,0.35,8.1,False
8731ae224ffffff,0.0,0.0,0.0,0.0,False
8731ae21bffffff,0.0,0.0,0.0,0.0,False
8731ae6e4ffffff,0.0,0.0,0.0,0.0,False
873185285ffffff,0.0,0.0,0.0,0.0,False
8731aeaa9ffffff,0.0,0.0,0.0,0.0,False
8731aea89ffffff,0.0,0.0,0.0,0.0,False
8731ae6b3ffffff,0.0,0.0,0.0,0.0,False
8731ae38cffffff,0.0,0.0,0.0,0.0,False
87318c12bffffff,0.0,0.0,0.0,0.0,False
873185b91ffffff,0.0,0.0,0.0,0.0,False
8731aa659ffffff,0.0,0.0,0.0,0.0,False
8731aa64effffff,0.0,0.0,0.0,0.0,False
873185a4effffff,0.0,0.0,0.0,0.0,False
873181b86ffffff,0.0,0.0,0.0,0.0,False
8731aa65dffffff,0.0,0.0,0.0,0.0,False
8731aa695ffffff,0.0,0.0,0.0,0.0,False
8731aac35ffffff,0.0,0.0,0.0,0.0,False
873181b4bffffff,0.0,0.0,0.0,0.0,False
8731a87b5ffffff,0.0,0.0,0.0,0.0,False
8731a870affffff,0.0,0.0,0.0,0.0,False
8731a8058ffffff,0.0,0.0,0.0,0.0,False
87318cd71ffffff,0.0,0.0,0.0,0.0,False
8731a8458ffffff,0.0,0.0,0.0,0.0,False
8731a8448ffffff,0.0,0.0,0.0,0.0,False
873185a4affffff,0.0,0.0,0.0,0.0,False
873185a34ffffff,0.0,0.0,0.0,0.0,False
873185364ffffff,0.0,0.0,0.0,0.0,False
8731a8565ffffff,0.0,0.0,0.0,0.0,False
8731a851effffff,0.0,0.0,0.0,0.0,False
8731a850dffffff,0.0,0.0,0.0,0.0,False
8731a8505ffffff,0.0,0.0,0.0,0.0,False
873181aa1ffffff,0.0,0.0,0.0,0.0,False
8731a8692ffffff,0.0,0.0,0.0,0.0,False
87318534effffff,0.0,0.0,0.0,0.0,False
87318cd5affffff,0.0,0.0,0.0,0.0,False
87318cd06ffffff,0.0,0.0,0.0,0.0,False
87318cc68ffffff,0.0,0.0,0.0,0.0,False
8731aa31affffff,0.0,0.0,0.0,0.0,False
8731aa95bffffff,0.0,0.0,0.0,0.0,False
8731aa94bffffff,0.0,0.0,0.0,0.0,False
8731aa91effffff,0.0,0.0,0.0,0.0,False
8731a8419ffffff,0.0,0.0,0.0,0.0,False
8731a8412ffffff,0.0,0.0,0.0,0.0,False
8731a8088ffffff,0.0,0.0,0.0,0.0,False
8731a865bffffff,0.0,0.0,0.0,0.0,False
873185b04ffffff,0.0,0.0,0.0,0.0,False
8731aa49cffffff,0.0,0.0,0.0,0.0,False
8731a858effffff,0.0,0.0,0.0,0.0,False
8731a8585ffffff,0.0,0.0,0.0,0.0,False
873181b00ffffff,0.0,0.0,0.0,0.0,False
8731aab9affffff,0.0,0.0,0.0,0.0,False
8731aab95ffffff,0.0,0.0,0.0,0.0,False
8731aa60effffff,0.0,0.0,0.0,0.0,False
8731aa00effffff,0.0,0.0,0.0,0.0,False
873185210ffffff,0.0,0.0,0.0,0.0,False
8731858f1ffffff,0.0,0.0,0.0,0.0,False
8731aa349ffffff,0.0,0.0,0.0,0.0,False
873185394ffffff,0.0,0.0,0.0,0.0,False
873181910ffffff,0.0,0.0,0.0,0.0,False
8731aaa03ffffff,0.0,0.0,0.0,0.0,False
8731aaa01ffffff,0.0,0.0,0.0,0.0,False
8731aa998ffffff,0.0,0.0,0.0,0.0,False
8731aa61dffffff,0.0,0.0,0.0,0.0,False
8731aab61ffffff,0.0,0.0,0.0,0.0,False
873185aecffffff,0.0,0.0,0.0,0.0,False
873185a5effffff,0.0,0.0,0.0,0.0,False
8731aab60ffffff,0.0,0.0,0.0,0.0,False
8731aab5effffff,0.0,0.0,0.0,0.0,False
8731aab58ffffff,0.0,0.0,0.0,0.0,False
8731a84e4ffffff,0.0,0.0,0.0,0.0,False
8731a84e3ffffff,0.0,0.0,0.0,0.0,False
8731aab15ffffff,0.0,0.0,0.0,0.0,False
8731aab05ffffff,0.0,0.0,0.0,0.0,False
87318182cffffff,0.0,0.0,0.0,0.0,False
8731aa2a2ffffff,0.0,0.0,0.0,0.0,False
8731aa299ffffff,0.0,0.0,0.0,0.0,False
8731aacb1ffffff,0.0,0.0,0.0,0.0,False
873185a15ffffff,0.0,0.0,0.0,0.0,False
87318510cffffff,0.0,0.0,0.0,0.0,False
87318c98bffffff,0.0,0.0,0.0,0.0,False
8731aa881ffffff,0.0,0.0,0.0,0.0,False
8731aa863ffffff,0.0,0.0,0.0,0.0,False
8731aa6e2ffffff,0.0,0.0,0.0,0.0,False
8731aa6daffffff,0.0,0.0,0.0,0.0,False
8731aa6d8ffffff,0.0,0.0,0.0,0.0,False
8731aa6ccffffff,0.0,0.0,0.0,0.0,False
8731aa6c5ffffff,0.0,0.0,0.0,0.0,False
87318544bffffff,0.0,0.0,0.0,0.0,False
8731aad06ffffff,0.0,0.0,0.0,0.0,False
87318198effffff,0.0,0.0,0.0,0.0,False
87318198dffffff,0.0,0.0,0.0,0.0,False
8731aaa4effffff,0.0,0.0,0.0,0.0,False
8731aaa14ffffff,0.0,0.0,0.0,0.0,False
8731818f2ffffff,0.0,0.0,0.0,0.0,False
873181a28ffffff,0.0,0.0,0.0,0.0,False
8731a84f1ffffff,0.0,0.0,0.0,0.0,False
8731a84eeffffff,0.0,0.0,0.0,0.0,False
8731aab01ffffff,0.0,0.0,0.0,0.0,False
8731aaaf0ffffff,0.0,0.0,0.0,0.0,False
8731858d1ffffff,0.0,0.0,0.0,0.0,False
8731aa234ffffff,0.0,0.0,0.0,0.0,False
8731aa225ffffff,0.0,0.0,0.0,0.0,False
8731aa21effffff,0.0,0.0,0.0,0.0,False
8731858c0ffffff,0.0,0.0,0.0,0.0,False
87318581bffffff,0.0,0.0,0.0,0.0,False
8731856f2ffffff,0.0,0.0,0.0,0.0,False
8731aaaceffffff,0.0,0.0,0.0,0.0,False
873181a06ffffff,0.0,0.0,0.0,0.0,False
873181998ffffff,0.0,0.0,0.0,0.0,False
8731aaab2ffffff,0.0,0.0,0.0,0.0,False
873181971ffffff,0.0,0.0,0.0,0.0,False
8731a84c3ffffff,0.0,0.0,0.0,0.0,False
8731aaa81ffffff,0.0,0.0,0.0,0.0,False
8731aaa76ffffff,0.0,0.0,0.0,0.0,False
8731a8498ffffff,0.0,0.0,0.0,0.0,False
8731a84aaffffff,0.0,0.0,0.0,0.0,False
8731ae742ffffff,0.0,0.0,0.0,0.0,False
8731aa6c0ffffff,0.0,0.0,0.0,0.0,False
87318cd61ffffff,0.0,0.0,0.0,0.0,False
873185b4dffffff,0.0,0.0,0.0,0.0,False
873185b4affffff,0.0,0.0,0.0,0.0,False
8731aa850ffffff,0.0,0.0,0.0,0.0,False
8731aa6eeffffff,0.0,0.0,0.0,0.0,False
8731aa84affffff,0.0,0.0,0.0,0.0,False
8731aad0bffffff,0.0,0.0,0.0,0.0,False
8731aa809ffffff,0.0,0.0,0.0,0.0,False
8731aa772ffffff,0.0,0.0,0.0,0.0,False
8731abda9ffffff,0.0,0.0,0.0,0.0,False
8731abd9affffff,0.0,0.0,0.0,0.0,False
8731852d0ffffff,0.0,0.0,0.0,0.0,False
8731ae0e1ffffff,0.0,0.0,0.0,0.0,False
8731aa04cffffff,0.0,0.0,0.0,0.0,False
8731aa81effffff,0.0,0.0,0.0,0.0,False
8731aada5ffffff,0.0,0.0,0.0,0.0,False
8731aa14bffffff,0.0,0.0,0.0,0.0,False
8731aad20ffffff,0.0,0.0,0.0,0.0,False
8731aa129ffffff,0.0,0.0,0.0,0.0,False
8731aa12bffffff,0.0,0.0,0.0,0.0,False
8731aa824ffffff,0.0,0.0,0.0,0.0,False
8731abcd3ffffff,0.0,0.0,0.0,0.0,False
8731abd25ffffff,0.0,0.0,0.0,0.0,False
8731abca5ffffff,0.0,0.0,0.0,0.0,False
8731ae69cffffff,0.0,0.0,0.0,0.0,False
8731ae2abffffff,0.0,0.0,0.0,0.0,False
8731ae684ffffff,0.0,0.0,0.0,0.0,False
8731ae699ffffff,0.0,0.0,0.0,0.0,False
8731ae66cffffff,0.0,0.0,0.0,0.0,False
8731aa099ffffff,0.0,0.0,0.0,0.0,False
8731ae24bffffff,0.0,0.0,0.0,0.0,False
8731ae644ffffff,0.0,0.0,0.0,0.0,False
8731abcf4ffffff,0.0,0.0,0.0,0.0,False
8731abcd6ffffff,0.0,0.0,0.0,0.0,False
8731abc9bffffff,0.0,0.0,0.0,0.0,False
8731abc60ffffff,0.0,0.0,0.0,0.0,False
8731aa131ffffff,0.0,0.0,0.0,0.0,False
8731ab4cdffffff,0.0,0.0,0.0,0.0,False
8731abc24ffffff,0.0,0.0,0.0,0.0,False
8731ab532ffffff,0.0,0.0,0.0,0.0,False
873181a70ffffff,0.0,0.0,0.0,0.0,False
8731aa352ffffff,0.321,0.1444,0.1123,2.6,False
8731aa121ffffff,1.0,0.45,0.35,8.1,False
873181a18ffffff,1.0,0.45,0.35,8.1,False
8731aa8f6ffffff,0.4996,0.2248,0.1749,4.05,False
8731aa613ffffff,0.419,0.1886,0.1467,3.39,False
8731ae60affffff,0.683,0.3074,0.2391,5.53,False
873181d6affffff,0.0992,0.0446,0.0347,0.8,False
8731aa391ffffff,1.0,0.45,0.35,8.1,False
87318522effffff,0.0,0.0,0.0,0.0,False
8731aaaa6ffffff,0.1218,0.0548,0.0426,0.99,False
8731aa99effffff,1.0,0.45,0.35,8.1,False
8731818e9ffffff,1.0,0.45,0.35,8.1,False
873185b18ffffff,0.139,0.0626,0.0487,1.13,False
8731a8488ffffff,0.234,0.1053,0.0819,1.9,False
8731aa875ffffff,1.0,0.45,0.35,8.1,False
8731a84deffffff,0.0,0.0,0.0,0.0,False
8731a87a6ffffff,0.063,0.0283,0.022,0.51,False
8731aa202ffffff,0.0104,0.0047,0.0036,0.08,False
873185a33ffffff,1.0,0.45,0.35,8.1,False
8731a8524ffffff,0.2349,0.1057,0.0822,1.9,False
873181aaaffffff,1.0,0.45,0.35,8.1,False
8731ae633ffffff,0.6469,0.2911,0.2264,5.24,False
8731aab1effffff,1.0,0.45,0.35,8.1,False
8731aa876ffffff,0.6427,0.2892,0.225,5.21,False
8731ae0e8ffffff,0.8147,0.3666,0.2851,6.6,False
8731aaa10ffffff,0.6395,0.2878,0.2238,5.18,False
8731a84e6ffffff,0.6105,0.2747,0.2137,4.95,False
8731858a5ffffff,1.0,0.45,0.35,8.1,False
8731aaa2cffffff,0.0,0.0,0.0,0.0,False
8731ae78effffff,0.0,0.0,0.0,0.0,False
873185b6affffff,0.0,0.0,0.0,0.0,False
